scenario,policy,period,observations,ce,annualized_mean,annualized_volatility,turnover,average_exposure,average_cash,cagr,maximum_drawdown,worst_21_session_return
cost10,cal_ridge100,2023,250,0.06319338621805158,0.0635053687949128,0.01442180240379632,1.1347078514731648,0.00894327490328826,0.9910567250967117,0.06544706673431766,-0.004089061074514788,0.0028759298612055506
cost10,cal_ridge100,2024,247,0.04951159334507872,0.049523146225804754,0.0027752334107277654,1.000000000000006,0.0,1.0,0.0507607719690466,-0.001000000000000112,0.0029135427595461394
cost10,equal,all,1752,0.04436818254574608,0.05784355525543825,0.09478175882764282,6.798987667743143,0.7359818918068023,0.2640181081931977,0.05478453237955283,-0.19706614190868088,-0.15834563072251817
cost10,equal,excluding_2020,1499,0.03357462752988705,0.0440596322978044,0.08360623887373221,5.778837543930809,0.7453641634148915,0.25463583658510847,,,
cost10,equal,2018,247,-0.05995863070582454,-0.05056857322214928,0.07912040395782984,1.5882067379051996,0.7497314301350039,0.2502685698649961,-0.05227903431627956,-0.09404981972022597,-0.05172496075235755
cost10,equal,2019,252,0.15282483941430364,0.1574664184941721,0.0556272060528447,0.5069047597186899,0.7503673313452214,0.24963266865477868,0.16868249133001822,-0.026227066423634038,-0.02376057064709669
cost10,equal,2020,253,0.10825359975505372,0.1395119367316957,0.14435681943628895,1.0201501238123338,0.6803928596308112,0.31960714036918875,0.13770779287094803,-0.16115831146220705,-0.1583456307225185
cost10,equal,2021,252,0.05381890579725238,0.060799982221862,0.06822060502326073,0.796881263812253,0.7249836004536827,0.2750163995463174,0.06021699055208907,-0.0366238335604262,-0.03185414124443242
cost10,equal,2022,251,-0.16871868743478177,-0.1448247740568325,0.12621123399008313,0.7716969208813189,0.7499045183080347,0.2500954816919652,-0.14169522709074578,-0.18850678770746898,-0.08515449445972478
cost10,equal,2023,250,0.13022336452239944,0.13934426359308064,0.07797819810981875,0.5380601617930305,0.7503574526189009,0.2496425473810991,0.14600598255348318,-0.07387316946868616,-0.05037296389567969
cost10,equal,2024,247,0.09274817431984425,0.10140747291430724,0.07597937700219703,1.5770876998203172,0.7470177556769664,0.25298224432303373,0.10352591893788277,-0.04025359152611374,-0.020066315893548792
cost10,mean,all,1752,0.009514351873327723,0.01091265853988262,0.030532023260339797,3.6142093868067136,0.03565276991529781,0.9643472300847022,0.010501187882216767,-0.08334729779759231,-0.042274372390099346
cost10,mean,excluding_2020,1499,0.010451950581372795,0.012085518041704364,0.033000681410455444,3.6142093868067073,0.04167021540467096,0.9583297845953291,,,
cost10,mean,2018,247,0.016214604389747662,0.016220910172482398,0.0020503304993318735,0.9990009990010053,0.0,1.0,0.016350525218744805,-0.000890333820760425,4.9388307903353024e-05
cost10,mean,2019,252,0.02011292295033571,0.02011829346504901,0.001892179468813365,5.186417291717728e-15,0.0,1.0,0.020319391991691305,-0.00021858292867327211,0.001060535991363798
cost10,mean,2020,253,0.003958558388092342,0.003963581886796466,0.001830027086160918,5.97640814584737e-15,0.0,1.0,0.003969741565877483,-0.0008843796237628654,-0.0006330212490828213
cost10,mean,2021,252,-0.000985930797762687,-0.0009830384990856533,0.0013885960960705486,4.056172059431812e-15,0.0,1.0,-0.000983516737307344,-0.0010929180423983054,-0.0003283114069049242
cost10,mean,2022,251,-0.07350435806767994,-0.06390222121225062,0.08000890306888488,1.1103652586378692,0.24491439886814076,0.7550856011318594,-0.0648977879094288,-0.08334729779759253,-0.04227437239009946
cost10,mean,2023,250,0.05227230017392905,0.05237913154796144,0.008439248546025555,0.5048431291678186,0.0039605551027937945,0.9960394448972062,0.05373216649090162,-0.004129048904383703,0.0028759298612053286
cost10,mean,2024,247,0.04951159334507747,0.049523146225803505,0.0027752334107278022,1.000000000000005,0.0,1.0,0.05076077196904505,-0.001000000000000112,0.0029135427595459173
cost10,mean_ungated,all,1752,0.04403461337886471,0.0702628011356864,0.13223259244432817,8.006635063223944,0.6180016091483362,0.3819983908516637,0.06338534806301532,-0.2536581733950658,-0.2471462613520946
cost10,mean_ungated,excluding_2020,1499,0.05936629767752344,0.08010708772178785,0.11758908692069575,6.723102996714855,0.6473535579899383,0.35264644201006173,,,
cost10,mean_ungated,2018,247,-0.07138558530620999,-0.04272374496889353,0.1382313045522286,1.5347697211317572,0.7461098831456309,0.25389011685436924,-0.050926769555525,-0.16744791633177492,-0.08649751511596648
cost10,mean_ungated,2019,252,0.18055429631925168,0.1942869758107565,0.09568238950299689,0.7989352548365243,0.6768453733999449,0.32315462660005506,0.20882561716328563,-0.06236527663271829,-0.05234790949778456
