policy,comparator,scenario,period,matched_risk_setting,cagr_difference,sharpe_difference,drawdown_difference,volatility_difference
state_rule_vol20_band2,mix_buy_hold,delay_one_day,2026,False,0.11793521065011092,-1.1682665786394235,0.36435611245988131,-0.470267401842624
state_rule_vol20_band2,usd_cash,delay_one_day,2026,False,-0.091370596984348462,,-0.099027529044552143,0.069737824525427816
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,full_forward,True,0.041940824321454406,0.19823767332826614,0.0067924966949233223,0.015182816772136787
state_rule_vol40_band2,allocation_vol40_band2,delay_one_day,full_forward,True,0.080366749431117213,0.044336645343913746,0.27332774068787724,-0.16885317475022582
state_rule_vol40_band2,fixed_blend_vol40_band2,delay_one_day,full_forward,True,0.04950184091867782,0.10677887705215747,0.14688519511834908,-0.054454358371543832
state_rule_vol40_band2,btc_buy_hold,delay_one_day,full_forward,False,0.058903512021428184,-0.015955003089435607,0.23184618172862692,-0.17256904303973769
state_rule_vol40_band2,eth_buy_hold,delay_one_day,full_forward,False,0.12798079069836221,-0.13608316926946037,0.37711565891420051,-0.44560412324813126
state_rule_vol40_band2,mix_buy_hold,delay_one_day,full_forward,False,0.092990870952914806,-0.041479933766351368,0.30164273039823597,-0.27228115177787282
state_rule_vol40_band2,usd_cash,delay_one_day,full_forward,False,-0.049939069818305537,,-0.29891161358726703,0.26680442651371272
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2025,True,0.070540143910440056,0.24747730071235918,0.0071872755167955438,0.019809961258319908
state_rule_vol40_band2,allocation_vol40_band2,delay_one_day,2025,True,0.051973887610312075,0.078027865864774781,0.085718264104363451,-0.081343766096709624
state_rule_vol40_band2,fixed_blend_vol40_band2,delay_one_day,2025,True,0.054962541354573013,0.14440365863293919,0.027903298427918388,-0.022959594491878121
state_rule_vol40_band2,btc_buy_hold,delay_one_day,2025,False,0.056373883347019982,0.089716630442524134,0.06284307711272763,-0.081063361912409204
state_rule_vol40_band2,eth_buy_hold,delay_one_day,2025,False,0.098676434882685959,-0.09317680627718733,0.34279954614826469,-0.41312308762456984
state_rule_vol40_band2,mix_buy_hold,delay_one_day,2025,False,0.077526007077309833,0.030874207251736341,0.17085478483053873,-0.20115426149319293
state_rule_vol40_band2,usd_cash,delay_one_day,2025,False,-0.019602738002437059,,-0.25816446866437914,0.33805509817514423
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2026,True,-1.7763568394002505e-15,-3.1308289294429414e-14,-2.2204460492503131e-16,-1.6653345369377348e-16
state_rule_vol40_band2,allocation_vol40_band2,delay_one_day,2026,True,0.11890761371018388,-1.0402441592183482,0.3573304927675609,-0.38778468406307565
state_rule_vol40_band2,fixed_blend_vol40_band2,delay_one_day,2026,True,0.041822872790372667,-0.86745917492561486,0.18186775957823798,-0.17637234553774664
state_rule_vol40_band2,btc_buy_hold,delay_one_day,2026,False,0.062558689889577801,-1.2028934082469254,0.29459254998158513,-0.39708440041394288
state_rule_vol40_band2,eth_buy_hold,delay_one_day,2026,False,0.16746017209837294,-1.1867562867231536,0.4316614469255583,-0.5773794857572202
state_rule_vol40_band2,mix_buy_hold,delay_one_day,2026,False,0.11439641299060743,-1.1672504238589712,0.36159470957211226,-0.46744886427839927
state_rule_vol40_band2,usd_cash,delay_one_day,2026,False,-0.094909394643851952,,-0.10178893193232119,0.072556362089652576
