asset,scenario,model,period,cagr,zero_cash_sharpe,annual_vol,max_drawdown,calmar,terminal_multiple,mean_exposure,one_way_turnover_per_year,fees_initial_capital,worst_day
ETH,delay_stress,core_label,2023_end,0.018160118281836057,0.2875894205404399,0.07087281884689847,-0.07608037542225199,0.2386964861969462,1.055436708938986,0.015525114155251143,11.324134522675624,0.10111205909559984,-0.02688632902187349
ETH,delay_stress,core_label,2020,0.1225920102104332,1.3549806090052083,0.0880787754586742,-0.05975477766399506,2.051585078263966,1.122858606304699,0.01639344262295082,11.957632858364372,0.037394270025563864,-0.023128002983007434
ETH,delay_stress,core_label,2021,-0.023436308062341427,-0.18023430933056866,0.10256383535422171,-0.09959105264723289,-0.2353254377715687,0.9765795438848327,0.016438356164383564,11.989986593211542,0.034845920698680234,-0.04434410161234181
ETH,delay_stress,core_label,2022,-0.15877849083681517,-1.027598853123885,0.1557742478265016,-0.19954122637780514,-0.795717725700397,0.8413210683892777,0.02739726027397261,19.982985162587838,0.05280615929850315,-0.10760787757764412
ETH,delay_stress,core_label,2023,-0.03676235923285931,-0.9526553483234054,0.03850643516781917,-0.045499401023416874,-0.8079745756199971,0.9632623352572012,0.021917808219178082,15.987035720785626,0.046798789548641175,-0.02688632902187349
ETH,delay_stress,core_label,2024,-0.018169178412133058,-0.5359561611848523,0.03315836420054882,-0.06358637614894203,-0.28574011466818533,0.9817938549120446,0.010928961748633882,7.971565206290607,0.023747202197829873,-0.02309178708576154
ETH,delay_stress,core_label,2025,0.11642871763173868,1.0369344020150266,0.11183737267428812,-0.053106583493216286,2.192359402043082,1.1160079967324057,0.01373626373626374,10.019413183353553,0.0332427320045612,-0.024592180481433745
MIX,delay_stress,core_label,full,-0.0054072739223902655,-0.05113002868771535,0.06482621090748683,-0.14412936099488538,-0.037516810489308626,0.9679989711006504,0.016101292778107085,11.753778156436374,0.20340337959580784,-0.05935679398460425
MIX,delay_stress,core_label,2020_2022,-0.014308049994226857,-0.14711166771016884,0.07740656802228063,-0.14375956742677531,-0.09952763666678906,0.9576776351131951,0.016642348477770023,12.150087165028628,0.10726214259872854,-0.05935679398460425
MIX,delay_stress,core_label,2023_end,0.0035821148745640574,0.09697691823943415,0.04914210322198817,-0.06620064082049848,0.05410997280640953,1.010777463740432,0.015559742963649934,11.357107221808873,0.10038997828921385,-0.0331571443169002
MIX,delay_stress,core_label,2020,0.010412746525147787,0.18785108675354822,0.06703121761963779,-0.08533396833421691,0.1220234653141347,1.0104342390986503,0.01894833490698468,13.855596960866396,0.04171312744647482,-0.026847381668056225
MIX,delay_stress,core_label,2021,-0.013908304705130159,-0.1917055632695537,0.06277541288417585,-0.06403449330329503,-0.2172001992622073,0.9861011485453048,0.01029096788640409,7.493817771230029,0.022025067107506378,-0.03206914637936231
MIX,delay_stress,core_label,2022,-0.038879061168439866,-0.35548396917031605,0.0978536835680188,-0.10750070962554692,-0.36166329788766793,0.9611470263044826,0.020681424868882362,15.096174133411825,0.043450975446422256,-0.05935679398460425
MIX,delay_stress,core_label,2023,-0.0068220271129028065,-0.14259009138854703,0.04191804288380746,-0.03950648783926525,-0.17268118443377387,0.9931826263572655,0.021951327287720427,16.01437728979729,0.046984731219082435,-0.012966661171952665
MIX,delay_stress,core_label,2024,-0.042816559424457945,-0.8648845106096306,0.04915406229642212,-0.06620064082049848,-0.6467695613484176,0.9570974350746566,0.012363604278001272,9.03075429913495,0.026464359535128927,-0.0331571443169002
MIX,delay_stress,core_label,2025,0.06355969696346819,1.1382369519705786,0.0554154539817595,-0.02732041523361739,2.326454280433442,1.0633354285872605,0.012364299229203997,9.026177537421185,0.028531546725501362,-0.012651323773043122
BTC,delay_stress,split_absolute,full,-0.011028200400622024,-0.12284143663894781,0.0702203419922482,-0.1585412569504494,-0.06956044510274562,0.9356427148489056,0.013235965312642631,9.654445918846024,0.16498658604015756,-0.062226569399912335
BTC,delay_stress,split_absolute,2020_2022,-0.011700798371381715,-0.11944564736094901,0.07502047128922538,-0.1585412569504494,-0.07380286113814961,0.9652989525291016,0.010948905109489052,7.9862751719169225,0.06872795760590901,-0.0551360808685486
