anchor_ordinal,anchor_timestamp,partition,return_trailing_24h,return_trailing_72h,return_trailing_168h,realized_volatility_trailing_24h,realized_volatility_trailing_168h,distance_from_mean_trailing_168h,range_position_trailing_168h,drawdown_from_high_trailing_168h
80,2019-09-16 00:00:00,1,0.0006099473807427545,-0.0044978519439520803,-0.0053555921397402152,0.0097138838605422828,0.050793929808664338,0.0092008980657083406,0.82020468801584578,-0.0078322147651007645
81,2019-09-23 00:00:00,1,0.0051729581084214186,-0.024414770332731525,-0.034936372076142308,0.016061920972194541,0.053258254493940026,-0.01231157364279023,0.33248708275973254,-0.036016430036328817
82,2019-09-30 00:00:00,1,-0.023003929152474428,0.0068425780169667667,-0.21903737121625813,0.020474718339960733,0.12802580484506887,-0.066783601954578331,0.052587694354209305,-0.19670830239507175
83,2019-10-07 00:00:00,1,-0.040778222277454618,-0.037608031924910988,-0.025847838232129345,0.034935905862515736,0.072802277636256213,-0.042042111349577471,0.091161852625512782,-0.07462958472085035
84,2019-10-14 00:00:00,1,-0.0070705194601213949,-0.030659658820412251,0.05647773590507571,0.023937980072890604,0.067791713544632232,-0.005354269494365349,0.50156940054405907,-0.051843391877712031
85,2019-10-21 00:00:00,1,0.037064727077605775,0.016839197789030484,-0.0067583264626771252,0.019229992003548937,0.049125158174799934,0.01636151708026512,0.70447546704988584,-0.017208216430230627
86,2019-10-28 00:00:00,1,0.049986085216979212,0.26830179589831954,0.16798912295535084,0.043402914226738733,0.16901725677038842,0.16746889067739157,0.86808746603574793,-0.03539302494661245
87,2019-11-11 00:00:00,1,0.03056154844622291,-0.016910613741776697,-0.014117959053556128,0.028149053626972068,0.05910623354014425,-0.0083441031605456795,0.40721741396573652,-0.045609824823573009
88,2019-11-18 00:00:00,1,-0.00024961027958782071,-0.012123318391192378,-0.062890575630229414,0.01937835442356205,0.04783098093261224,-0.016487823563376414,0.10819507447927337,-0.062708463479295484
89,2019-11-25 00:00:00,1,-0.052519830050665101,-0.10834376161746825,-0.2091356147789851,0.035363129620601771,0.086667222840893871,-0.10875194250239584,0,-0.18871479408114289
90,2019-12-02 00:00:00,1,-0.014557076936749631,-0.013509773180401995,0.068976227856874642,0.028826794522889811,0.10423705438312708,0.0030944077484473809,0.65518678725914248,-0.056065217391304434
91,2019-12-09 00:00:00,1,0.0068704080121084008,0.020898114340304249,0.020551244498378297,0.013372916149230904,0.076576096870312069,0.020899814243221515,0.90262356733524363,-0.005740043334028333
92,2019-12-16 00:00:00,1,0.0046470698549212139,-0.016788236363486038,-0.063633271423710502,0.019054700704355818,0.047816433248508268,-0.021769234147245631,0.064512319924428602,-0.062995235665582072
93,2019-12-23 00:00:00,1,0.056649549420311959,0.059389540457970666,0.066112001356885261,0.025250501405654231,0.085584278596593982,0.072493357261731228,1,0
94,2019-12-30 00:00:00,1,0.00481182440177265,0.018788882296721307,-0.029357552625439161,0.017566126231396091,0.055443167234419222,0.0054551126505388847,0.44330965936882488,-0.037342149263603797
95,2020-01-06 00:00:00,1,0.00054674056487794053,0.063547914288002327,0.0051618351786623757,0.019091177155867285,0.061308589924886775,0.017143946375586028,0.83589820210169918,-0.013229708424453368
96,2020-01-13 00:00:00,1,0.010169309360444424,0.041417777649184744,0.099592226147472013,0.016066967387489497,0.088588986656328833,0.023305864814242794,0.71880091234929855,-0.035757749386773341
97,2020-01-20 00:00:00,1,-0.0345062230446515,-0.0017904571023953141,0.061994487071050701,0.049119224473532348,0.081960174100199928,-0.00073830060187940472,0.559806751047218,-0.053160048292552275
98,2020-01-27 00:00:00,1,0.040712213114961725,0.029960071738709966,-0.0019300866676085356,0.01745569542605761,0.052986769040839911,0.017057924535280877,0.83176378261722606,-0.0098167838956662035
99,2020-02-10 00:00:00,1,0.024127653991153644,0.042563879929793519,0.081307528282196562,0.014828858533725396,0.05220620250960506,0.0596971085084681,1,0
100,2020-02-17 00:00:00,1,-0.00630821323529964,-0.03604673374096784,-0.032343210773324166,0.026609665605763964,0.074302068543500299,-0.024098667467519763,0.19163443518481615,-0.058051177889410832
101,2020-02-24 00:00:00,1,0.028525034115498355,0.037671117083656683,0.010697897860366054,0.016597408386483326,0.076927506918599134,0.019477195334623776,0.64072604451278936,-0.025562672851126567
102,2020-03-02 00:00:00,1,0.00069414573408938061,-0.035725103537338064,-0.15461128243596783,0.025932813096996528,0.081760797932660861,-0.04978017554822689,0.067912146691802774,-0.14325185418366793
103,2020-03-09 00:00:00,1,-0.08409362960635676,-0.10742809284822276,-0.055353729245166836,0.035753553906799226,0.061678545810409026,-0.087200551347694222,0.042149269494806782,-0.11863034065986766
104,2020-03-16 00:00:00,1,0.0079673292893211144,0.11633994703938871,-0.43456168577765153,0.18212472846713659,0.45644643825004777,-0.20763306644330937,0.26084591807170127,-0.35710452998893683
105,2020-03-23 00:00:00,1,-0.049684262051545483,-0.053994087138191926,0.12088140935544298,0.05945039523518076,0.23297007181796231,0.032111202962963992,0.60948154427255363,-0.13723019324165286
106,2020-03-30 00:00:00,1,-0.053066930666235503,-0.1478860869836347,-0.0013379265154043337,0.038795910971403468,0.14732239918835813,-0.084095756438573477,0.1049565846599131,-0.14361701355679823
107,2020-04-06 00:00:00,1,0.0011461552694984807,0.019151271682014786,0.15341514678030255,0.02145727910582413,0.10923037004044037,0.042830938094309046,0.82149994122487424,-0.029977339675028025
108,2020-04-13 00:00:00,1,-0.021077925984960617,-0.081775803235252659,-0.021912685778236088,0.04266816796994518,0.089133218493307895,-0.054180205493626565,0,-0.095134566800715747
109,2020-04-20 00:00:00,1,-0.0084918479371411254,0.013585010787717318,0.063889629374980841,0.022864288942271285,0.075734775007997288,0.029843431494016137,0.85323273095520002,-0.014140617377430775
110,2020-04-27 00:00:00,1,0.023579683858066535,0.033837790125715077,0.077865286623047328,0.023432489589023085,0.077010657038850544,0.066101470718854527,1,0
111,2020-05-04 00:00:00,1,-0.035305274439629213,0.011476091090064769,0.12848770790389227,0.031197747097274547,0.11738387009613878,0.041398531423238349,0.6724045436521825,-0.059893390191897544
112,2020-05-11 00:00:00,1,0.0060180723255629448,-0.13433562754546377,-0.0049109982066273625,0.068743968004145645,0.13779145062697551,-0.050233795649059942,0.28389553924657041,-0.12570342265937595
113,2020-05-18 00:00:00,1,0.030417554936683189,0.00024353705976713237,0.10780163626108062,0.033603123557102786,0.10472379205065398,0.057495424307087539,0.96180174531013218,-0.0052081424936386567
114,2020-05-25 00:00:00,1,-0.043623460652430092,-0.023619731106121991,-0.10399578230654946,0.046467419928986009,0.094469168066143999,-0.062005059791194084,0.078376847852729192,-0.11015409855276281
115,2020-06-01 00:00:00,1,-0.017110300502373027,-0.0015730842792021514,0.075173830000832775,0.015788365032054479,0.066539339246483073,0.029650131178833528,0.77332527856087963,-0.024288623524794217
116,2020-06-08 00:00:00,1,0.010227038136120964,-0.0036217787307608615,0.028742144172611679,0.02936170403556769,0.091339068637363421,0.010129647025057809,0.42712015875727755,-0.042698766573676439
117,2020-06-15 00:00:00,1,-0.013454495370358296,0.0023108021721853105,-0.046620832448513533,0.01444572688040565,0.07216763607129309,-0.026744941540737255,0.29906145302675574,-0.061467240982051252
118,2020-06-22 00:00:00,1,-0.0049984035507474522,-0.0053071716592713869,-0.0017393128145853306,0.0088440859252089526,0.049634518235471804,-0.0055927155249949623,0.5233875839847677,-0.027198049312526895
119,2020-06-29 00:00:00,1,0.016047506268471436,-0.017449929889332142,-0.021110100135479013,0.014748528937157897,0.05663635280536037,-0.019935464965584848,0.24777904253509614,-0.059319506938132038
120,2020-07-06 00:00:00,1,-0.007489560714942522,-0.0032083598948997581,-0.0054110305617862025,0.011181722348177376,0.034266826251929526,-0.0062493801157372797,0.19993449543287195,-0.023670811526075641
121,2020-07-13 00:00:00,1,0.0021376018641840475,0.0064873467199746187,0.02231865027199139,0.0095485548331015468,0.036674061852364208,0.00085747851066564351,0.53118430273300943,-0.019107714278158272
122,2020-07-20 00:00:00,1,0.001278153014522318,0.0082945595422268398,-0.0088412274155601038,0.0070569499400571769,0.022185248394111082,0.00060526066776511733,0.50805921688376954,-0.013658114650036968
123,2020-07-27 00:00:00,1,0.029180786567776843,0.039878315405373121,0.082859222491806078,0.025376863298605921,0.042119742115989851,0.052007032278289955,0.96338819751103966,-0.0031866082588261069
124,2020-08-03 00:00:00,1,-0.058387768358729192,0.0062520766662158616,0.10843710009765498,0.077756301980192968,0.12256221142547932,0.0022774473183331256,0.56755831265508649,-0.072614166666666757
125,2020-08-10 00:00:00,1,-0.0016642412729969036,-0.0039854666656082742,0.054275150722363878,0.017258734049331838,0.055529100968841907,0.017806767601778573,0.82921633207862833,-0.010999158249158203
126,2020-08-17 00:00:00,1,0.0030413435428201757,0.006626081231195579,0.0086658181075751958,0.015879693650122203,0.061447492747531064,0.011111802376856383,0.77652457901829652,-0.015293718832203651
127,2020-08-24 00:00:00,1,-0.0014386990116931802,-0.017420729636634165,-0.018522454390361126,0.010660805843159375,0.0549805760942505,-0.015591201116282205,0.21920270283542403,-0.063962848446668219
128,2020-08-31 00:00:00,1,0.016432334065982521,0.030418808500956893,0.0058731669536867728,0.014398568577051695,0.042453468483028278,0.016901705888853868,0.85469297436843306,-0.0073524297456166732
129,2020-09-14 00:00:00,1,-0.015499037041037809,-0.0065308935530047291,-0.00073338245289652983,0.021566121600089257,0.063368342824060661,0.00065584302428289831,0.53779295103326563,-0.02654483353713577
130,2020-09-21 00:00:00,1,-0.0089945795338876866,0.0046300274791027281,0.064154654842652578,0.017090993383956948,0.050926254976440662,0.0097922544452997418,0.78495677233429273,-0.016738658000190365
131,2020-09-28 00:00:00,1,0.010481495558118163,0.016650634998016806,-0.0060538900747417997,0.019012955541096534,0.050675917107132325,0.028498938338552549,0.90064050591859823,-0.0067054542801645578
132,2020-10-05 00:00:00,1,0.014926850768209038,0.010910549385614393,-0.016925123275169561,0.0089678457949423415,0.045516875726628776,0.0025090539040051318,0.5569757454292622,-0.019827018121911011
133,2020-10-12 00:00:00,1,0.0066031794601439393,0.045082532106993062,0.061183788737658382,0.011473838349273641,0.04451714860638336,0.04219339431553415,0.95461468515571679,-0.003494967177242958
134,2020-10-19 00:00:00,1,0.0086859013166393929,-0.0031684827981820836,0.0079777059024357527,0.0095250932989802556,0.048611107881650989,0.0057952837755859132,0.51686256781193496,-0.018284003421727979
135,2020-11-02 00:00:00,2,0.0056213583437341695,0.016208446481181898,0.055956956177724081,0.015546207703261422,0.069087571071127798,0.026849796426067218,0.87933418178155742,-0.0094484226102568014
136,2020-11-09 00:00:00,2,0.042444644906464393,-0.01975671891814771,0.11937783396542843,0.030008255448664832,0.091955956228869346,0.068080646812260781,0.8791048842187198,-0.01956283389035518
137,2020-11-16 00:00:00,2,-0.0043071613281418456,-0.026004173811385093,0.026716470981832163,0.015796156680245969,0.069878777148146623,0.0123136755556148,0.68155502707499926,-0.027921586841490931
138,2020-11-23 00:00:00,2,-0.022717392898863594,0.019239577459221044,0.12615654323219247,0.040758425363814146,0.098044177727632173,0.017658671420622385,0.74613621212739623,-0.039519992968481521
139,2020-11-30 00:00:00,2,0.04347905485841852,0.058340331466032049,0.017162246357164207,0.031885836761436095,0.12082792403171094,0.024530084971609911,0.66983282804633304,-0.049741529218089386
140,2020-12-07 00:00:00,2,0.0023284356938129604,-0.0084834730168729406,0.046236395762006777,0.021451759847757799,0.09899445728806365,0.011704482365270108,0.66978570661594405,-0.021790854562469653
141,2020-12-14 00:00:00,2,0.014712653043479003,0.056010210717536937,-0.014502430126271067,0.020342625203270698,0.069402500394335001,0.02372425453214988,0.81055786288699028,-0.01699473897416437
142,2020-12-21 00:00:00,2,0.007731123824678816,0.039476049634338095,0.21834335097348387,0.044468587236577491,0.10209807822954267,0.0966831525143792,0.90407338036305063,-0.020388211050228477
143,2020-12-28 00:00:00,2,0.0039252759730614758,0.12798844511012766,0.12474441650319013,0.059125200163139144,0.12544174403465419,0.10780611978708543,0.82569126227020073,-0.034450016490747415
144,2021-01-04 00:00:00,2,0.01255468677345895,0.12376869696252478,0.20325433339696333,0.058170384038687753,0.13856454841984994,0.1263265636970563,0.8031375498636727,-0.04672096634770162
145,2021-01-11 00:00:00,2,-0.089251694716996816,-0.043172872079599897,0.12327165123739599,0.061952640794179968,0.18067792054170023,0.012446853217161546,0.61651896925989313,-0.1037729418975859
