scenario,level,period,observations,ce,annualized_mean,annualized_volatility,turnover,average_exposure,average_cash,cagr,maximum_drawdown,worst_21_session_return
delay1,1x,excluding_2020,1487,0.04560108600725131,0.05000099984991252,0.05415972576654604,14.599635344888565,0.3871270083037108,0.6128729916962893,,,
delay1,1x,2018,230,-0.01921107052338867,-0.015666126788349662,0.04861374109610717,3.0444488038917323,0.35932123032401153,0.6406787696759886,-0.016702975477289272,-0.044083704561124204,-0.032706666363736314
delay1,1x,2019,252,0.055424135709699895,0.05656837821417604,0.02761934713778422,2.356336003751129,0.4117264060688169,0.5882735939311833,0.05779070704406308,-0.015342038751065767,-0.008742473677970097
delay1,1x,2020,253,0.07008656927006546,0.07380991357271954,0.04982197843424852,2.30405307927023,0.46292417356625487,0.5370758264337454,0.07525931195348812,-0.0547457763318735,-0.03659722410463062
delay1,1x,2021,252,0.09765254594211817,0.10457775018891013,0.06794705903271049,1.6552232579783652,0.5053853215476944,0.4946146784523056,0.10766391285605614,-0.03585203801529324,-0.03490377946142409
delay1,1x,2022,251,0.05254411087904802,0.06275732903171458,0.08251552642853165,2.134528879288322,0.3200592565259003,0.6799407434740997,0.06114784609998192,-0.061125506315881095,-0.05979681992962271
delay1,1x,2023,250,0.01985938508484894,0.021716133490512227,0.03518284056812627,2.5677848803507795,0.3112198535196495,0.6887801464803506,0.021322970415696307,-0.024023151728197134,-0.021902709730437286
delay1,1x,2024,252,0.061463581347324034,0.06414582786100875,0.04228669226194549,2.8413135196282386,0.4117539136738934,0.5882460863261068,0.0652901361863385,-0.022759573015685763,-0.01557650051499282
delay1,2.5x,excluding_2020,1487,0.055603015805587394,0.0828914951661428,0.13487890707484104,29.380378237910612,0.9654268176668012,0.1348727477449142,,,
delay1,2.5x,2018,230,-0.09177562029827166,-0.06937785154445869,0.1221959321576431,5.86736229094842,0.8996118792982933,0.19719920806023097,-0.07395965353112055,-0.11284009144311646,-0.08421771205955719
delay1,2.5x,2019,252,0.09844839436747137,0.10556376669943723,0.06887366372310906,4.929263056989388,1.0254797925280181,0.07004323284656651,0.10869566214646187,-0.043443724756528024,-0.024589400475417578
delay1,2.5x,2020,253,0.13939855924789196,0.1629356532828602,0.12526530255147333,3.887640010975846,1.1537980724744472,0.04580764697673854,0.16771616104032816,-0.14254985650299168,-0.09407426525876783
delay1,2.5x,2021,252,0.1998586193873509,0.2430338907576597,0.16965704891596023,2.974766330888629,1.257819890167428,0.0071020691179852265,0.256741397426842,-0.09008103304085535,-0.0875471144018285
delay1,2.5x,2022,251,0.07354978071513267,0.1361639377814569,0.20431047789467258,4.3064202052514045,0.7959777042765106,0.27954428171969237,0.12212974094578488,-0.14838099024081575,-0.14529108439471072
delay1,2.5x,2023,250,-0.029880385828480384,-0.018248214368914887,0.08806123422394024,6.321527860478066,0.7800120082931666,0.22765492155935568,-0.021869411153708107,-0.07437529739092985,-0.05972008259362449
