policy,control,scenario,period,cagr_difference,sharpe_difference,drawdown_difference,volatility_difference
boosted_vol20_band2,fixed_blend_vol20_band2,frictionless,full,-0.01872253661704093,-0.072220494308678829,-0.034420347668629225,0.00037143255867247427
boosted_vol20_band2,state_rule_vol20_band2,frictionless,full,-0.024722379457613686,-0.13236451683435879,-0.089016493977942091,0.0066398731540949774
boosted_vol20_band2,constant_vol20_band2,frictionless,full,-0.019842000416433914,-0.11778304327571787,-0.090003742667409403,0.007315681665130136
boosted_vol20_band2,trend_vol20_band2,frictionless,2020_2021,0.0059444612532502106,0.017983950442850283,0,-0.00012186093758440042
boosted_vol20_band2,allocation_vol20_band2,frictionless,2020_2021,-0.0046827836828120528,0.0014204960379049503,0.0067607568687232389,-0.001761294275547387
boosted_vol20_band2,fixed_blend_vol20_band2,frictionless,2020_2021,-0.0029439124304138087,0.00065297007754283598,0.0033589881262958698,-0.0010758994473420991
boosted_vol20_band2,state_rule_vol20_band2,frictionless,2020_2021,0.0052846078688941756,0.020012228346498961,0.0067607568687232389,-0.00060649697485176679
boosted_vol20_band2,constant_vol20_band2,frictionless,2020_2021,0.0059444612532502106,0.017983950442850283,0,-0.00012186093758440042
boosted_vol20_band2,trend_vol20_band2,frictionless,2022_2024,-0.032053812189767994,-0.19332807331136759,-0.094718940689876185,0.013261644804357403
boosted_vol20_band2,allocation_vol20_band2,frictionless,2022_2024,-0.016276685872013141,-0.017999794609463771,0.031312778233991478,-0.021116396112024011
boosted_vol20_band2,fixed_blend_vol20_band2,frictionless,2022_2024,-0.026035651395810433,-0.122704477040947,-0.037667766985693518,0.0014574704186963994
boosted_vol20_band2,state_rule_vol20_band2,frictionless,2022_2024,-0.038954145898469683,-0.22272612161478944,-0.093928158172677856,0.012409304381824693
boosted_vol20_band2,constant_vol20_band2,frictionless,2022_2024,-0.032053812189767994,-0.19332807331136759,-0.094718940689876185,0.013261644804357403
ridge_vol40_exact,trend_vol40_exact,frictionless,full,-0.13037506810888555,-0.27666914228083694,-0.23107128851586411,0.019210125076034978
ridge_vol40_exact,allocation_vol40_exact,frictionless,full,-0.20093190741921818,-0.22986841232980648,-0.0084655849018212548,-0.051352804660321771
ridge_vol40_exact,fixed_blend_vol40_exact,frictionless,full,-0.17222914121592847,-0.28276538441142929,-0.11913153715780644,-0.0065804170514131566
ridge_vol40_exact,state_rule_vol40_exact,frictionless,full,-0.14695533471147493,-0.27396894938847605,-0.23011726009140843,0.0068511145383640115
ridge_vol40_exact,constant_vol40_exact,frictionless,full,-0.13037506810888555,-0.27666914228083694,-0.23107128851586411,0.019210125076034978
ridge_vol40_exact,trend_vol40_exact,frictionless,2020_2021,-9.1057950636130869e-05,-0.015733796584188831,-0.0097958898214951518,0.0048740947394305123
ridge_vol40_exact,allocation_vol40_exact,frictionless,2020_2021,-0.21205805310576409,-0.17901039781958028,0.001931406652660117,-0.0074392555258457338
ridge_vol40_exact,fixed_blend_vol40_exact,frictionless,2020_2021,-0.10484531766257943,-0.10393641061925507,-0.0039212484385444668,-7.490337764876065e-05
ridge_vol40_exact,state_rule_vol40_exact,frictionless,2020_2021,-0.011534928578585735,-0.018423471997270902,0.0019314066526605611,0.0019820216272339319
ridge_vol40_exact,constant_vol40_exact,frictionless,2020_2021,-9.1057950636130869e-05,-0.015733796584188831,-0.0097958898214951518,0.0048740947394305123
ridge_vol40_exact,trend_vol40_exact,frictionless,2022_2024,-0.16732349231782284,-0.48342643181160866,-0.2382965824163874,0.032821073975314363
ridge_vol40_exact,allocation_vol40_exact,frictionless,2022_2024,-0.18324268928526766,-0.39705907276090452,-0.010821294661335079,-0.087139676436385372
ridge_vol40_exact,fixed_blend_vol40_exact,frictionless,2022_2024,-0.18389273964566222,-0.46327812499854176,-0.14190960013733134,-0.012679192077330481
ridge_vol40_exact,state_rule_vol40_exact,frictionless,2022_2024,-0.18499353837158261,-0.49650681239443056,-0.20820511346604231,0.011068801805566852
ridge_vol40_exact,constant_vol40_exact,frictionless,2022_2024,-0.16732349231782284,-0.48342643181160866,-0.2382965824163874,0.032821073975314363
boosted_vol40_exact,trend_vol40_exact,frictionless,full,-0.0073663670659498415,-0.078752787607310415,-0.15173176207352435,0.027626965372881895
boosted_vol40_exact,allocation_vol40_exact,frictionless,full,-0.077923206376282472,-0.031952057656279953,0.070873941540518515,-0.042935964363474854
boosted_vol40_exact,fixed_blend_vol40_exact,frictionless,full,-0.049220440172992763,-0.084849029737902759,-0.039792010715466675,0.0018364232454337603
boosted_vol40_exact,state_rule_vol40_exact,frictionless,full,-0.023946633668539219,-0.076052594714949517,-0.15077773364906866,0.015267954835210928
boosted_vol40_exact,constant_vol40_exact,frictionless,full,-0.0073663670659498415,-0.078752787607310415,-0.15173176207352435,0.027626965372881895
boosted_vol40_exact,trend_vol40_exact,frictionless,2020_2021,0.049195159268426103,0.047845975959728726,0,0.00067954917362128553
boosted_vol40_exact,allocation_vol40_exact,frictionless,2020_2021,-0.16277183588670185,-0.11543062527566272,0.011727296474155269,-0.011633801091654961
