scenario,asset,model,period,cagr,zero_cash_sharpe,annual_vol,max_drawdown,calmar,terminal_multiple,mean_exposure,one_way_turnover_per_year,fees_initial_capital,worst_day
base,BTC,ewma_calibrated,full,-0.026554347293196057,-0.21481004350315686,0.10077388873697538,-0.2664000966259189,-0.09967844467595625,0.8509151579214791,0.018874662221895554,13.76970499868702,0.20943620830989296,-0.13981902840799276
base,BTC,ewma_calibrated,2020_2022,-0.05574290629098466,-0.40348805422828443,0.12255150770500545,-0.23158563265386434,-0.2407010558133366,0.8418868356409149,0.01789078174146203,13.053749123657813,0.10159540977566656,-0.13981902840799276
base,BTC,ewma_calibrated,2023_end,0.003564379677220675,0.08493502699467377,0.07274939021373171,-0.1411043619527419,0.025260591720151375,1.0107239143057642,0.01985944122331577,14.486314714697992,0.12809417366899312,-0.047513663015889884
base,BTC,ewma_calibrated,2020,-0.1785870632202492,-1.0310242205554954,0.17484077335363699,-0.23158563265386434,-0.7711491476121553,0.8210811844592397,0.02382742037197926,17.406462488708097,0.046660456303446333,-0.13981902840799276
base,BTC,ewma_calibrated,2021,0.046767887880776016,0.9049802393976218,0.05196158125975121,-0.06223811753029784,0.7514348077447741,1.0467351403816423,0.010899328422268493,7.94067015139059,0.024286665528688266,-0.029394476413974302
base,BTC,ewma_calibrated,2022,-0.020454371239996827,-0.13602031439336776,0.10840246663351913,-0.07441241649974617,-0.27487847058516907,0.9795594849425571,0.018929331666767062,13.80218948877872,0.04071609165754825,-0.054783741072100045
base,BTC,ewma_calibrated,2023,0.041023488777972794,0.7079109341451725,0.0591426734125171,-0.0240200097812574,1.7078880962814202,1.040994841892275,0.02048053932809552,14.940301714107575,0.04441931507294201,-0.006636552689694097
base,BTC,ewma_calibrated,2024,-0.09207775127056195,-1.0576761705979802,0.08760249473068835,-0.1411043619527419,-0.6525507078328326,0.9077421800552082,0.020874979815608104,15.233815761144045,0.042493596844121476,-0.047513663015889884
base,BTC,ewma_calibrated,2025,0.06984730248666504,1.0193441984435558,0.0684452204250739,-0.04791753657571396,1.4576563713015611,1.0696001313996422,0.018215518330393796,13.27947230320416,0.04173663984641358,-0.028943820656221142
base,ETH,ewma_calibrated,full,0.02711151311655513,0.34541389197643046,0.08863812306676329,-0.18199695508811975,0.14896685004113508,1.1740583468635573,0.017971772826575114,13.1050371956446,0.24476031111678626,-0.058252033813461335
base,ETH,ewma_calibrated,2020_2022,0.0009522390129899083,0.05431408040143317,0.08596356184857497,-0.15009291381006995,0.006344330247295267,1.0028600915048211,0.017807487477550912,12.998814834315741,0.12293231927821052,-0.058252033813461335
base,ETH,ewma_calibrated,2023_end,0.05397927579750217,0.6201071986342168,0.09125574267543211,-0.0972303745262415,0.5551688560341163,1.1707100091118872,0.01813620820788153,13.211356563696132,0.12148054635993068,-0.03994641253246445
