policy,family,profile,band,role,scenario,period,first_date,last_date,executed_rebalances,skipped_rebalances,cagr,cash_excess_sharpe,max_drawdown,annual_volatility,calmar,certainty_equivalent_gamma3,terminal_nav,mean_risky_exposure,annual_one_way_turnover,annual_arithmetic_execution_drag,worst_day,longest_underwater_days
trend_vol20_band2,trend,0.20000000000000001,0.02,control,frictionless,2022_2024,2022-01-01,2024-12-31,411,685,0.1565857948410303,0.89473467574692112,-0.15678406038541914,0.18048193144593611,0.99873542282358652,0.11262285104277431,1.546691979143562,0.30988829662071687,8.2380299935986816,0,-0.047683643800546571,466
trend_vol20_band2,trend,0.20000000000000001,0.02,control,frictionless,2020_2024_carry,2020-01-01,2024-12-31,782,1045,0.30386856598909651,1.4311697019446343,-0.22033531911424808,0.19910885613953477,1.3791187323514613,0.22549205740596412,3.7678204902659527,0.29142157978460403,7.2502647692011806,0,-0.10339869769421994,752
allocation_vol20_band2,allocation,0.20000000000000001,0.02,control,frictionless,full,2018-01-03,2024-12-31,1074,1481,0.17683256301065242,0.86153232601217378,-0.37110204760342258,0.21596265985706273,0.47650656780968281,0.11609900699962514,3.1222690257937544,0.31264603289502629,2.2377316569221803,0,-0.10840385880297243,924
allocation_vol20_band2,allocation,0.20000000000000001,0.02,control,frictionless,2018_2019,2018-01-03,2019-12-31,305,423,-0.07729385445004211,-0.28429641497549635,-0.37110204760342258,0.20695648947195147,-0.20828194010031986,-0.1230834708146208,0.85204318164514037,0.25278482009267944,2.3045756518887202,0,-0.059923078769308691,717
allocation_vol20_band2,allocation,0.20000000000000001,0.02,control,frictionless,2020_2021,2020-01-01,2021-12-31,311,420,0.57173126580978662,2.1155292198201394,-0.18800172584727648,0.22555055664409684,3.0410958369298879,0.40084921272359153,2.4688105111334626,0.26844074182178851,2.0282918907202099,0,-0.10840385880297243,162
allocation_vol20_band2,allocation,0.20000000000000001,0.02,control,frictionless,2022_2024,2022-01-01,2024-12-31,458,638,0.14080866852327478,0.71940639704501563,-0.28281577930928781,0.2148599723623176,0.49788123161715875,0.085324427001062714,1.484297505279087,0.38189149885729395,2.3370658197537866,0,-0.057391244747520997,675
allocation_vol20_band2,allocation,0.20000000000000001,0.02,control,frictionless,2020_2024_carry,2020-01-01,2024-12-31,769,1058,0.29663334768360983,1.2934262961433345,-0.34007781937881021,0.21929491813015622,0.87225138124398549,0.21150642204357589,3.6644492826821766,0.33649877669366268,2.2123440048500269,0,-0.10840385880297243,755
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,candidate,frictionless,full,2018-01-03,2024-12-31,1054,1501,0.18832266505758755,0.95970146222692254,-0.3062592090331816,0.2006298681478583,0.61491266059262817,0.13216626183835378,3.3417693873469023,0.29094060503798425,4.285642563309791,0,-0.10590221849123249,753
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,candidate,frictionless,2018_2019,2018-01-03,2019-12-31,271,457,-0.056472344490367532,-0.2192498390340484,-0.3062592090331816,0.18590117345650778,-0.18439394742983564,-0.092597671795339939,0.89074046381459626,0.23078747832833454,3.8416548873421199,0,-0.052618638181817334,528
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,candidate,frictionless,2020_2021,2020-01-01,2021-12-31,357,374,0.57014973567970539,2.1165222793414094,-0.18459995710484955,0.22489112611422604,3.0885691666540871,0.40012305093955103,2.463848002057043,0.26637688137480203,3.6762778416947803,0,-0.10590221849123249,161
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,candidate,frictionless,2022_2024,2022-01-01,2024-12-31,426,670,0.1505676340470703,0.82411107947649131,-0.21383523408960114,0.19228610583159719,0.70412920811721569,0.10300419050138812,1.5226896039509974,0.34727961803288504,4.9944887480897684,0,-0.047326468698641655,666
fixed_blend_vol20_band2,fixed_blend,0.20000000000000001,0.02,candidate,frictionless,2020_2024_carry,2020-01-01,2024-12-31,783,1044,0.30274910218969531,1.3856071529775882,-0.27591871411303215,0.20605310524599246,1.0972401896076969,0.22182183324981691,3.7516757384476906,0.31490966702190593,4.4647579428233763,0,-0.10590221849123249,753
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,candidate,frictionless,full,2018-01-03,2024-12-31,963,1592,0.20066425772283059,1.0406518811709258,-0.24754362195937363,0.19362116424013462,0.81062180529847472,0.14525849593844312,3.5921387611605766,0.26848189296993413,5.4682734923212308,0,-0.10840385880297243,730
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,candidate,frictionless,2018_2019,2018-01-03,2019-12-31,265,463,-0.032822377612583442,-0.10018169049951259,-0.24754362195937363,0.17682228652975343,-0.13259229768388128,-0.06461353710295524,0.93573174974621764,0.20757568709764618,5.711996002362306,0,-0.052189560272348445,523
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,candidate,frictionless,2020_2021,2020-01-01,2021-12-31,329,402,0.56192121538040829,2.0971630210724572,-0.18800172584727692,0.22442172364173593,2.9889151966449745,0.39510127488329955,2.4381091421089969,0.26537802861103726,4.0626566379427551,0,-0.10840385880297243,161
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,candidate,frictionless,2022_2024,2022-01-01,2024-12-31,369,727,0.16348612854973243,0.92413272405034708,-0.15757484290261869,0.18133427186846904,1.0375141459018742,0.11825375739439277,1.5745215036522457,0.31100802683980577,6.2535251689249467,0,-0.046969293596736517,465
state_rule_vol20_band2,state_rule,0.20000000000000001,0.02,candidate,frictionless,2020_2024_carry,2020-01-01,2024-12-31,698,1129,0.30874894503027717,1.4457511755032777,-0.22132256780371362,0.19978466465057013,1.3950179057388317,0.22896804542177873,3.8388552725017453,0.2927510324746006,5.3742329713422929,0,-0.10840385880297243,730
trend_vol40_exact,trend,0.40000000000000002,0,control,frictionless,full,2018-01-03,2024-12-31,2555,0,0.32427114791328915,0.97917848110076744,-0.38745067324728355,0.34949575415025685,0.83693530635918867,0.15899779844643064,7.1272180315599156,0.45617122953874711,10.842674757445371,0,-0.21358600182123288,792
trend_vol40_exact,trend,0.40000000000000002,0,control,frictionless,2018_2019,2018-01-03,2019-12-31,728,0,-0.075849779032972742,-0.11892290681691932,-0.35921037844672454,0.29528672847609733,-0.21115698093400781,-0.16590773411601051,0.85469943019155159,0.32272030315444161,8.0865640486126065,0,-0.070039467862004323,527
trend_vol40_exact,trend,0.40000000000000002,0,control,frictionless,2020_2021,2020-01-01,2021-12-31,731,0,1.1675471622708216,1.9568851914553862,-0.34979255301369916,0.44696151292669734,3.3378273842928157,0.57499047474016596,4.6932878974386831,0.52041521034410554,11.197627852733014,0,-0.21358600182123288,163
trend_vol40_exact,trend,0.40000000000000002,0,control,frictionless,2022_2024,2022-01-01,2024-12-31,1096,0,0.21134208110096031,0.77950641946826638,-0.28054794315885545,0.30498742405971724,0.7533189469198549,0.098213661659767304,1.7767627252636804,0.50196495621671922,12.455699483725125,0,-0.081267261819976122,698
trend_vol40_exact,trend,0.40000000000000002,0,control,frictionless,2020_2024_carry,2020-01-01,2024-12-31,1827,0,0.52843350034877723,1.3361083899978088,-0.36360887308870959,0.36866354945334873,1.4533019941453833,0.28870524246767881,8.3388589951002174,0.50934707759992637,11.945925118934342,0,-0.21358600182123288,792
allocation_vol40_exact,allocation,0.40000000000000002,0,control,frictionless,full,2018-01-03,2024-12-31,2555,0,0.31216665685072376,0.84350267808358026,-0.63372018450672507,0.43461699164795897,0.49259383633757531,0.083262702251999443,6.6839722002591699,0.62322088872182657,4.7911966508542161,0,-0.22362140330843328,930
allocation_vol40_exact,allocation,0.40000000000000002,0,control,frictionless,2018_2019,2018-01-03,2019-12-31,728,0,-0.20107619836434465,-0.31888179789160537,-0.63372018450672507,0.42198470326722703,-0.31729492492156974,-0.4016698755479034,0.6396537643300978,0.51581023700748485,4.9827798605977183,0,-0.1207214935715849,717
allocation_vol40_exact,allocation,0.40000000000000002,0,control,frictionless,2020_2021,2020-01-01,2021-12-31,731,0,1.3795141574259469,2.1201617926907828,-0.36151984948785454,0.4592748631919738,3.8158738984324909,0.65733691734289967,5.6553723185091282,0.54466911954741104,4.9767652672484264,0,-0.22362140330843328,163
allocation_vol40_exact,allocation,0.40000000000000002,0,control,frictionless,2022_2024,2022-01-01,2024-12-31,1096,0,0.22726127806840335,0.69313906041755924,-0.50802323091390855,0.42494817447141697,0.44734426348884004,0.023676751899390169,1.8476872975363663,0.74695838663655134,4.5490380297130359,0,-0.11478677571158979,698
allocation_vol40_exact,allocation,0.40000000000000002,0,control,frictionless,2020_2024_carry,2020-01-01,2024-12-31,1827,0,0.59899033965910609,1.2893076600467785,-0.58621457670275645,0.43922647918970559,1.021793663044356,0.27691821408258716,10.449359595748136,0.66602053538194739,4.7175439691276697,0,-0.22362140330843328,825
fixed_blend_vol40_exact,fixed_blend,0.40000000000000002,0,candidate,frictionless,full,2018-01-03,2024-12-31,2555,0,0.32513467166633503,0.93013704061583269,-0.50332924631769971,0.38102804380416927,0.6459681690364385,0.13663474180780202,7.1597789530519824,0.53969337840062204,7.6297774256797224,0,-0.21860370774295523,929
fixed_blend_vol40_exact,fixed_blend,0.40000000000000002,0,candidate,frictionless,2018_2019,2018-01-03,2019-12-31,728,0,-0.13449749285701773,-0.24649339843597012,-0.50332924631769971,0.34422508678869812,-0.26721573173223351,-0.26258557703149316,0.75013216036596009,0.41922255157654942,6.451798975621025,0,-0.090708012043662634,717
fixed_blend_vol40_exact,fixed_blend,0.40000000000000002,0,candidate,frictionless,2020_2021,2020-01-01,2021-12-31,731,0,1.2723014219827649,2.0450878054904575,-0.35566719439664907,0.45191051104377683,3.5772245571905685,0.61786201032081745,5.1575554424320114,0.53256673326074244,7.7800966946782513,0,-0.21860370774295523,163
fixed_blend_vol40_exact,fixed_blend,0.40000000000000002,0,candidate,frictionless,2022_2024,2022-01-01,2024-12-31,1096,0,0.22791132842880324,0.75935811265520603,-0.37693492543790941,0.35048769011236197,0.60464370120127253,0.081883239492157284,1.8506228653547274,0.62446741081410473,8.3255918746980839,0,-0.081267261819976011,697
fixed_blend_vol40_exact,fixed_blend,0.40000000000000002,0,candidate,frictionless,2020_2024_carry,2020-01-01,2024-12-31,1827,0,0.57028757345581993,1.3422046321284067,-0.47554862444676749,0.39445409158079686,1.1992203197291709,0.29604706333450082,9.544690031099389,0.58769707951059735,8.1029538279898805,0,-0.21860370774295523,792
state_rule_vol40_exact,state_rule,0.40000000000000002,0,candidate,frictionless,full,2018-01-03,2024-12-31,2555,0,0.33343429901768995,0.98207279521746016,-0.39156148581837091,0.35893992409566716,0.85155029565996754,0.15924833090706991,7.4792910097796224,0.47262388038027248,8.6835609926983715,0,-0.22362140330843339,790
state_rule_vol40_exact,state_rule,0.40000000000000002,0,candidate,frictionless,2018_2019,2018-01-03,2019-12-31,728,0,-0.07850311398073373,-0.1281199548327924,-0.35781720956497343,0.29561552240469791,-0.21939446142396601,-0.16895705300826594,0.84982202111338578,0.32377256197629412,7.5558354510094459,0,-0.06878753480725508,527
state_rule_vol40_exact,state_rule,0.40000000000000002,0,candidate,frictionless,2020_2021,2020-01-01,2021-12-31,731,0,1.1789910328987814,1.959574866868474,-0.36151984948785443,0.44985358603889386,3.2612069145552978,0.57796940766439231,4.7429422811243587,0.52640402665759956,7.9594812203377536,0,-0.22362140330843339,163
state_rule_vol40_exact,state_rule,0.40000000000000002,0,candidate,frictionless,2022_2024,2022-01-01,2024-12-31,1096,0,0.22901212715472097,0.79258680005108617,-0.31063941210919899,0.32673969622946475,0.73722817590903889,0.098831326645991036,1.8556010569722621,0.53562613664794589,9.9308685950878655,0,-0.081267261819976122,675
state_rule_vol40_exact,state_rule,0.40000000000000002,0,candidate,frictionless,2020_2024_carry,2020-01-01,2024-12-31,1827,0,0.54501376695136994,1.3334081971054492,-0.36456290151316573,0.38102255999101969,1.494978684581507,0.29029131794096319,8.8010087100127841,0.53193628311595731,9.1373069016800521,0,-0.22362140330843339,790
trend_vol40_band2,trend,0.40000000000000002,0.02,control,frictionless,full,2018-01-03,2024-12-31,991,1564,0.32394108807146815,0.98241249528432006,-0.37905302016790121,0.34724163309276201,0.8546062709854646,0.16026939160387016,7.1148060199026384,0.45451574087920366,9.9745770648677627,0,-0.20806979893269129,793
trend_vol40_band2,trend,0.40000000000000002,0.02,control,frictionless,2018_2019,2018-01-03,2019-12-31,242,486,-0.069981935345019064,-0.10010880004183656,-0.35583203892690651,0.29340132820983211,-0.19667125972148464,-0.1584985639907078,0.86553512959000145,0.32176587001860274,7.2967750308790444,0,-0.070038342704519918,526
trend_vol40_band2,trend,0.40000000000000002,0.02,control,frictionless,2020_2021,2020-01-01,2021-12-31,420,311,1.1586377231952749,1.9600903505209244,-0.34381271570049687,0.44319350675963509,3.3699676314607014,0.5740685893622367,4.6548110585618705,0.51729210175841911,10.212463704874434,0,-0.20806979893269129,163
trend_vol40_band2,trend,0.40000000000000002,0.02,control,frictionless,2022_2024,2022-01-01,2024-12-31,329,767,0.20887618770176064,0.77453080557149756,-0.28243650795916764,0.30388347157313161,0.73955094973755398,0.096849363594393501,1.7659414772723547,0.50082266257976105,11.612069289191659,0,-0.079982997245177878,698
trend_vol40_band2,trend,0.40000000000000002,0.02,control,frictionless,2020_2024_carry,2020-01-01,2024-12-31,749,1078,0.52405529568728904,1.3343905992654972,-0.36481968909493134,0.36628654532448179,1.4364775568648716,0.28752057278980853,8.2201239171804534,0.50741224114549666,11.046174357186857,0,-0.20806979893269129,793
allocation_vol40_band2,allocation,0.40000000000000002,0.02,control,frictionless,full,2018-01-03,2024-12-31,1251,1304,0.31349518313493241,0.84866298694843612,-0.630034796540209,0.43151912095125089,0.49758391894617371,0.086901178492041598,6.7314361799627074,0.61923842818820629,3.8923211645256743,0,-0.21797596917397155,930
allocation_vol40_band2,allocation,0.40000000000000002,0.02,control,frictionless,2018_2019,2018-01-03,2019-12-31,373,355,-0.19578769291998288,-0.30930365734172882,-0.630034796540209,0.41852257416700944,-0.31075695183049729,-0.39219228050100086,0.64810923960741507,0.51148448047874384,4.1329716461830053,0,-0.11919511522372361,717
allocation_vol40_band2,allocation,0.40000000000000002,0.02,control,frictionless,2020_2021,2020-01-01,2021-12-31,399,332,1.3737228672975919,2.1290568609816658,-0.35569998672615022,0.4552635968543175,3.8620267600830895,0.65838467050678007,5.6278963649868663,0.54099812532793312,4.0301926121615343,0,-0.21797596917397155,163
allocation_vol40_band2,allocation,0.40000000000000002,0.02,control,frictionless,2022_2024,2022-01-01,2024-12-31,479,617,0.22677589119473174,0.69360581437458213,-0.50546397968526979,0.42275158086853737,0.44864896473124577,0.025144605836192657,1.845497359820568,0.74299621589199127,3.6477417904526113,0,-0.11478677571158979,698
allocation_vol40_band2,allocation,0.40000000000000002,0.02,control,frictionless,2020_2024_carry,2020-01-01,2024-12-31,878,949,0.5970545002660208,1.292128872555999,-0.58443063706032561,0.43627274804524985,1.021600276243547,0.27821974802818505,10.386267882927051,0.66217486712224483,3.798640672192513,0,-0.21797596917397155,825
fixed_blend_vol40_band2,fixed_blend,0.40000000000000002,0.02,candidate,frictionless,full,2018-01-03,2024-12-31,1080,1475,0.3262477704123079,0.93532540559260857,-0.50294672863698142,0.3788758578832187,0.64867261647463292,0.13905184191375167,7.2019386175056992,0.53802337716665594,6.5371763693171117,0,-0.21302662736941647,928
fixed_blend_vol40_band2,fixed_blend,0.40000000000000002,0.02,candidate,frictionless,2018_2019,2018-01-03,2019-12-31,276,452,-0.12859641653631437,-0.22998868118797516,-0.50294672863698142,0.34236502140476843,-0.25568595879889522,-0.25456079158000688,0.76034646283308305,0.41767909769960448,5.3622233340926861,0,-0.088300460342971454,717
fixed_blend_vol40_band2,fixed_blend,0.40000000000000002,0.02,candidate,frictionless,2020_2021,2020-01-01,2021-12-31,423,308,1.2654288917286731,2.0511361880184098,-0.3497058352431649,0.44820515018540436,3.6185524066213199,0.61799801822242806,5.126426031266722,0.52940495829685075,6.802572024165487,0,-0.21302662736941647,163
fixed_blend_vol40_band2,fixed_blend,0.40000000000000002,0.02,candidate,frictionless,2022_2024,2022-01-01,2024-12-31,381,715,0.22725629841499284,0.75904129870050652,-0.37291606315533987,0.34945361853860468,0.60940335069537677,0.082072981186546989,1.847664821864035,0.62370832209899285,7.1522689549860408,0,-0.0799829972451781,697
fixed_blend_vol40_band2,fixed_blend,0.40000000000000002,0.02,candidate,frictionless,2020_2024_carry,2020-01-01,2024-12-31,804,1023,0.56788539339980559,1.3435729857773686,-0.47157478347330084,0.3922030030896666,1.2042318913177374,0.29621856644320443,9.4719170398595587,0.58597665327613258,7.0085498813529687,0,-0.21302662736941647,792
state_rule_vol40_band2,state_rule,0.40000000000000002,0.02,candidate,frictionless,full,2018-01-03,2024-12-31,974,1581,0.33387112565648791,0.98720085313754657,-0.38284113805653641,0.35644884996987725,0.87208790400989555,0.1613029348228881,7.4964406454605568,0.47052801872620276,7.8338522638053281,0,-0.21797596917397155,790
state_rule_vol40_band2,state_rule,0.40000000000000002,0.02,candidate,frictionless,2018_2019,2018-01-03,2019-12-31,244,484,-0.071258412382258496,-0.10423782015707143,-0.35354372631977782,0.29376841357841588,-0.20155473588521766,-0.16007160028698392,0.8631721758404568,0.32282813965043311,6.790992247771543,0,-0.068786183022638836,527
state_rule_vol40_band2,state_rule,0.40000000000000002,0.02,candidate,frictionless,2020_2021,2020-01-01,2021-12-31,397,334,1.1718568200565858,1.9654666014531743,-0.35569998672615066,0.44582640407895308,3.2945090351065569,0.57811513340219478,4.7119566372154971,0.52315984956690353,6.9933058265666981,0,-0.21797596917397155,163
state_rule_vol40_band2,state_rule,0.40000000000000002,0.02,candidate,frictionless,2022_2024,2022-01-01,2024-12-31,333,763,0.22625114436287452,0.78791373612315185,-0.31144146277300611,0.32519022400866676,0.7264644288155605,0.097598821663182983,1.8431317869776345,0.53353134319938511,9.1009078212193675,0,-0.079982997245177878,675
state_rule_vol40_band2,state_rule,0.40000000000000002,0.02,candidate,frictionless,2020_2024_carry,2020-01-01,2024-12-31,730,1097,0.54090988129701123,1.332997622070385,-0.36704397197523653,0.37832306361988682,1.4736923164440499,0.28961123347958673,8.6847570569120975,0.52938161038857834,8.2533446427321451,0,-0.21797596917397155,790
btc_buy_hold,btc_buy_hold,,0,benchmark,frictionless,full,2018-01-03,2024-12-31,2,0,0.30010419418034084,0.73019430319070378,-0.81384865421874752,0.68775921927008998,0.36874693178478657,-0.20732125165859971,6.2659794121308146,0.99960861056749906,0.28602192638997415,0,-0.38812428745093797,1045
btc_buy_hold,btc_buy_hold,,0,benchmark,frictionless,2018_2019,2018-01-03,2019-12-31,1,0,-0.30495420863432421,-0.086421824070473038,-0.81384865421874752,0.76949402058358052,-0.37470628851388155,-0.95468264844098094,0.48477558464895004,0.99999999999996769,0.50240715268224878,0,-0.15459523917378715,724
btc_buy_hold,btc_buy_hold,,0,benchmark,frictionless,2020_2021,2020-01-01,2021-12-31,0,0,1.5410962535360389,1.5937915150634709,-0.5316801220286973,0.78515026091273776,2.8985402870729451,0.32667442557558168,6.4489318589058531,0.99999999999998723,0,0,-0.38812428745093797,188
btc_buy_hold,btc_buy_hold,,0,benchmark,frictionless,2022_2024,2022-01-01,2024-12-31,1,0,0.26102129218637926,0.69718203935877343,-0.66983013791382318,0.54544382678121806,0.38968281271924626,-0.065989812749625898,2.0042894326142333,0.99908759124086943,0.33356164383561571,0,-0.15417808941374822,769
btc_buy_hold,btc_buy_hold,,0,benchmark,frictionless,2020_2024_carry,2020-01-01,2024-12-31,1,0,0.66847644159306707,1.1174689700749036,-0.76670598287257896,0.65219338562074525,0.87188108156991262,0.090771552548103429,12.925525976454228,0.9994526546250595,0.20002738225629746,0,-0.38812428745093797,846
eth_buy_hold,eth_buy_hold,,0,benchmark,frictionless,full,2018-01-03,2024-12-31,2,0,0.21393470143364768,0.66738784876923407,-0.94011630423802584,0.88099270418413467,0.22756195214276601,-0.57625839161167181,3.8791213872831576,0.99960861056748795,0.28602192638997398,0,-0.4332254252093658,1149
eth_buy_hold,eth_buy_hold,,0,benchmark,frictionless,2018_2019,2018-01-03,2019-12-31,1,0,-0.61627682871583356,-0.5015287059489012,-0.94011630423802584,0.96564382557398787,-0.65553253989710603,-1.8830000950514183,0.14860115606937574,0.99999999999994282,0.50240715268224878,0,-0.20274673299932555,717
eth_buy_hold,eth_buy_hold,,0,benchmark,frictionless,2020_2021,2020-01-01,2021-12-31,0,0,4.3537184300510168,2.1536601942356457,-0.61469940964820746,1.0370070082266001,7.082678723479904,0.62028541209439925,28.596545822309498,0.9999999999999728,0,0,-0.4332254252093658,166
eth_buy_hold,eth_buy_hold,,0,benchmark,frictionless,2022_2024,2022-01-01,2024-12-31,1,0,-0.029958845805538759,0.29676246416658963,-0.7404874022884016,0.68325525844857438,-0.040458278848436814,-0.49749210814446332,0.91284618314380517,0.99908759124086988,0.33356164383561526,0,-0.17564174629941742,794
eth_buy_hold,eth_buy_hold,,0,benchmark,frictionless,2020_2024_carry,2020-01-01,2024-12-31,1,0,0.92035282712689059,1.2026675530203728,-0.79350360564433831,0.84414456790965853,1.1598596661442371,-0.053644795413727353,26.104247704992176,0.99945265462505384,0.20002738225629718,0,-0.4332254252093658,1149
mix_buy_hold,mix_buy_hold,,0,benchmark,frictionless,full,2018-01-03,2024-12-31,2,0,0.26140661031993306,0.69078312100787509,-0.87849214211119286,0.73717798023149383,0.29756283270982997,-0.30591695588468393,5.0725503997069339,0.99960861056749584,0.28602192638997409,0,-0.40144038732506537,1108
mix_buy_hold,mix_buy_hold,,0,benchmark,frictionless,2018_2019,2018-01-03,2019-12-31,1,0,-0.43880472881572663,-0.29805899464674068,-0.87849214211119286,0.81380501891196788,-0.49949761390146397,-1.2359798189848357,0.31668837035916148,0.99999999999996048,0.50240715268224878,0,-0.15824892984096051,717
mix_buy_hold,mix_buy_hold,,0,benchmark,frictionless,2020_2021,2020-01-01,2021-12-31,0,0,2.415368613195529,1.8955576001517103,-0.55828804516927311,0.84376787048345125,4.3263842636343544,0.53149427076846267,11.645145782719146,0.9999999999999829,0,0,-0.40144038732506537,163
mix_buy_hold,mix_buy_hold,,0,benchmark,frictionless,2022_2024,2022-01-01,2024-12-31,1,0,0.1121961431666354,0.47589815500258897,-0.69254962487069438,0.59146487657163394,0.16200448189916136,-0.24326900681757269,1.3754643095615624,0.99908759124086965,0.33356164383561554,0,-0.16113387203839147,786
mix_buy_hold,mix_buy_hold,,0,benchmark,frictionless,2020_2024_carry,2020-01-01,2024-12-31,1,0,0.74161371322645109,1.148934945340226,-0.76860868788417969,0.70395172695947494,0.96487812968645958,0.065472688102501508,16.017482403771556,0.99945265462505795,0.20002738225629735,0,-0.40144038732506537,1108
usd_cash,usd_cash,,0,benchmark,frictionless,full,2018-01-03,2024-12-31,2,0,0,,0,0,,0,1,0,0,0,0,0
usd_cash,usd_cash,,0,benchmark,frictionless,2018_2019,2018-01-03,2019-12-31,1,0,0,,0,0,,0,1,0,0,0,0,0
usd_cash,usd_cash,,0,benchmark,frictionless,2020_2021,2020-01-01,2021-12-31,0,0,0,,0,0,,0,1,0,0,0,0,0
usd_cash,usd_cash,,0,benchmark,frictionless,2022_2024,2022-01-01,2024-12-31,1,0,0,,0,0,,0,1,0,0,0,0,0
usd_cash,usd_cash,,0,benchmark,frictionless,2020_2024_carry,2020-01-01,2024-12-31,1,0,0,,0,0,,0,1,0,0,0,0,0
trend_vol20_exact,trend,0.20000000000000001,0,control,base,full,2018-01-03,2024-12-31,2555,0,0.17014705597456858,0.90044693156033428,-0.27132634024180657,0.19563057619849428,0.62709376399996108,0.11874796854168203,3.0003320530248958,0.27040992622190213,7.6646327060120623,0.022993835274357548,-0.10680675272775364,756
trend_vol20_exact,trend,0.20000000000000001,0,control,base,2018_2019,2018-01-03,2019-12-31,728,0,-0.059691100389710261,-0.25252338993233492,-0.27132634024180657,0.17954154059877989,-0.21999744048629202,-0.093691185666552837,0.88470244490761774,0.21027219922477264,6.5772045833819925,0.019731599940350737,-0.053551389124614879,527
trend_vol20_exact,trend,0.20000000000000001,0,control,base,2020_2021,2020-01-01,2021-12-31,731,0,0.53828893202210981,2.0069588072077948,-0.1869487296590121,0.22723106083799488,2.8793398757184918,0.37859244630564326,2.3649381636321167,0.26727735419137189,6.7066879319425592,0.020119953530524551,-0.10680675272775364,162
trend_vol20_exact,trend,0.20000000000000001,0,control,base,2022_2024,2022-01-01,2024-12-31,1096,0,0.12776819882090762,0.74965593377097717,-0.16787835449478106,0.18221811389401935,0.76107607324016058,0.086795728774566649,1.4340104116138686,0.31244475779875241,9.0392347111580182,0.027117640234512574,-0.047735907390172638,675
trend_vol20_exact,trend,0.20000000000000001,0,control,base,2020_2024_carry,2020-01-01,2024-12-31,1827,0,0.27670024470588528,1.3119267350392956,-0.23314165513626217,0.20154544284557585,1.1868331489032486,0.20348200649671638,3.3913459494714298,0.29437285192190776,8.1017766697897589,0.024305247609022008,-0.10680675272775364,756
allocation_vol20_exact,allocation,0.20000000000000001,0,control,base,full,2018-01-03,2024-12-31,2555,0,0.16697198099988819,0.81247210915613555,-0.38647010132169402,0.21965159173535231,0.4320437219563909,0.10609055938891326,2.9438664039717466,0.31718460066025816,3.138990142565691,0.0094169491519753516,-0.11182416205487145,928
allocation_vol20_exact,allocation,0.20000000000000001,0,control,base,2018_2019,2018-01-03,2019-12-31,728,0,-0.094137797111006338,-0.3619452443086435,-0.38647010132169402,0.21100068651642917,-0.24358364796930806,-0.1431526295960871,0.82136412344912302,0.25786753935413897,3.0294089485482494,0.0090882253432744801,-0.060366656804039853,717
allocation_vol20_exact,allocation,0.20000000000000001,0,control,base,2020_2021,2020-01-01,2021-12-31,731,0,0.57119473378510865,2.0806643227593868,-0.19316909068073174,0.22962210894152071,2.9569675550690175,0.39867706041926398,2.4671264272523392,0.27276283027899145,3.0428911788381399,0.0091286296867165561,-0.11182416205487145,162
allocation_vol20_exact,allocation,0.20000000000000001,0,control,base,2022_2024,2022-01-01,2024-12-31,1096,0,0.13266292231404075,0.67926285148390331,-0.28847410022391207,0.21803081610247319,0.45987810417319441,0.076794078701662785,1.4527502628195672,0.38621300830584282,3.2815433406085428,0.0098446106285675003,-0.057478521295810547,675
allocation_vol20_exact,allocation,0.20000000000000001,0,control,base,2020_2024_carry,2020-01-01,2024-12-31,1827,0,0.29089718527440667,1.2565239882480099,-0.34630265206557309,0.22283923197177935,0.84000854033114569,0.20551685553664498,3.5841185655999408,0.3408205178090567,3.1843376333615536,0.0095529837401886614,-0.11182416205487145,756
fixed_blend_vol20_exact,fixed_blend,0.20000000000000001,0,candidate,base,full,2018-01-03,2024-12-31,2555,0,0.17026839254068693,0.87450056733777137,-0.32178179390545325,0.20331265753262628,0.52914240570961457,0.11579297928976322,3.002508189753426,0.29379477962414435,5.2383375649376793,0.015714976771252168,-0.10931537257710067,925
fixed_blend_vol20_exact,fixed_blend,0.20000000000000001,0,candidate,base,2018_2019,2018-01-03,2019-12-31,728,0,-0.075632296279941613,-0.32015314838613879,-0.32178179390545325,0.18926030248768147,-0.23504218607894295,-0.11432147485253724,0.85509982686449404,0.23406405013738626,4.715407033546219,0.014146219303907321,-0.054972394349145914,717
fixed_blend_vol20_exact,fixed_blend,0.20000000000000001,0,candidate,base,2020_2021,2020-01-01,2021-12-31,731,0,0.55563351162664598,2.0484235433311113,-0.19002210725209234,0.22821731676738335,2.9240466788925574,0.38936100915340582,2.4185321984891264,0.27002183316414208,4.6809596529257993,0.014042810849630143,-0.10931537257710067,162
fixed_blend_vol20_exact,fixed_blend,0.20000000000000001,0,candidate,base,2022_2024,2022-01-01,2024-12-31,1096,0,0.13242331733794366,0.73662124267158768,-0.22140555775369464,0.19403367124743998,0.59810295044743012,0.08645572566778012,1.4518291385477677,0.34932579689478443,5.9666782473305018,0.017899997552152894,-0.047378272609952088,675
