policy,comparator,scenario,period,cagr_difference,sharpe_difference,drawdown_difference,volatility_difference
state_rule_vol20_exact,fixed_blend_vol20_exact,delay_one_day,2020_2021,-0.01705043929348049,-0.048205039750111256,-0.0021533780192350971,-5.1285115722998764e-05
state_rule_vol20_exact,trend_vol20_exact,delay_one_day,2022_2024,0.0037227950223555073,0.013127812792493088,0.0033122176853931373,0.0014211498436581538
state_rule_vol20_exact,allocation_vol20_exact,delay_one_day,2022_2024,0.009541153296146021,0.13614296333314013,0.11768529510154502,-0.035247610287882369
state_rule_vol20_exact,fixed_blend_vol20_exact,delay_one_day,2022_2024,0.0044329026350093947,0.054308809571662731,0.042823798755415976,-0.010724749621960017
state_rule_vol20_exact,trend_vol20_exact,delay_one_day,2020_2024_carry,0.0040426684033745275,0.0085555250783222458,0.00078656945234978348,0.0013038446716951146
state_rule_vol20_exact,allocation_vol20_exact,delay_one_day,2020_2024_carry,-0.0057545833595979978,0.082135834387602635,0.12827685374861508,-0.020665209784330313
state_rule_vol20_exact,fixed_blend_vol20_exact,delay_one_day,2020_2024_carry,-0.0027098670943508374,0.021516291074036298,0.059439365010645284,-0.0059270047321214603
fixed_blend_vol20_band2,trend_vol20_band2,delay_one_day,full,0.00048295010516796744,-0.025584148844674637,-0.055970845468100161,0.0081185035518503978
fixed_blend_vol20_band2,allocation_vol20_band2,delay_one_day,full,0.0010190260873161883,0.050855941576912977,0.059472643940197134,-0.015702503321292499
fixed_blend_vol20_band2,state_rule_vol20_band2,delay_one_day,full,-0.003108582505559454,-0.03811766354993773,-0.059461141484694946,0.0071614603780023878
fixed_blend_vol20_band2,trend_vol20_band2,delay_one_day,2018_2019,-0.011982381516928875,-0.041584990719880144,-0.055970845468100161,0.010181913480755894
fixed_blend_vol20_band2,allocation_vol20_band2,delay_one_day,2018_2019,0.00555545489061815,-0.028349125631750682,0.059472643940197134,-0.020830917961109641
fixed_blend_vol20_band2,state_rule_vol20_band2,delay_one_day,2018_2019,-0.013086060654049048,-0.049325601285714671,-0.059461141484694946,0.0098461060193734407
fixed_blend_vol20_band2,trend_vol20_band2,delay_one_day,2020_2021,0.02148612800880656,0.053070486961875885,-0.0020570474824317397,0.001233452201668872
fixed_blend_vol20_band2,allocation_vol20_band2,delay_one_day,2020_2021,-0.015300433567392302,-0.034445868207349406,0.0019132804036807727,-0.0011892739585248058
fixed_blend_vol20_band2,state_rule_vol20_band2,delay_one_day,2020_2021,0.014000346323327806,0.038768514534903487,0.0019132804036812168,0.00022469042532807793
fixed_blend_vol20_band2,trend_vol20_band2,delay_one_day,2022_2024,0.00020356408164201589,-0.038301614954971419,-0.042847941611526941,0.012402008245384122
fixed_blend_vol20_band2,allocation_vol20_band2,delay_one_day,2022_2024,0.0052448580588850824,0.080868319244139841,0.073272572537687708,-0.023268134574046029
fixed_blend_vol20_band2,state_rule_vol20_band2,delay_one_day,2022_2024,-0.0033288370398134592,-0.050896136122266844,-0.046067931501060144,0.011079287149860562
fixed_blend_vol20_band2,trend_vol20_band2,delay_one_day,2020_2024_carry,0.0073420915770514572,-0.011799547544286915,-0.057114445607505115,0.0073905060946987677
fixed_blend_vol20_band2,allocation_vol20_band2,delay_one_day,2020_2024_carry,-0.0015312846499548893,0.062701149150682367,0.067476063226088234,-0.013858507730405534
fixed_blend_vol20_band2,state_rule_vol20_band2,delay_one_day,2020_2024_carry,0.0024473651617324954,-0.024480990710072703,-0.057473256260637262,0.0062164666079726205
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,full,0.0035915326107274215,0.012533514705263094,0.0034902960165947849,0.00095704317384801008
state_rule_vol20_band2,allocation_vol20_band2,delay_one_day,full,0.0041276085928756423,0.088973605126850708,0.11893378542489208,-0.022863963699294887
state_rule_vol20_band2,fixed_blend_vol20_band2,delay_one_day,full,0.003108582505559454,0.03811766354993773,0.059461141484694946,-0.0071614603780023878
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2018_2019,0.0011036791371201726,0.007740610565834527,0.0034902960165947849,0.00033580746138245354
state_rule_vol20_band2,allocation_vol20_band2,delay_one_day,2018_2019,0.018641515544667198,0.020976475653963988,0.11893378542489208,-0.030677023980483081
state_rule_vol20_band2,fixed_blend_vol20_band2,delay_one_day,2018_2019,0.013086060654049048,0.049325601285714671,0.059461141484694946,-0.0098461060193734407
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2020_2021,0.007485781685478754,0.014301972426972398,-0.0039703278861129565,0.0010087617763407941
state_rule_vol20_band2,allocation_vol20_band2,delay_one_day,2020_2021,-0.029300779890720108,-0.073214382742252893,-4.4408920985006262e-16,-0.0014139643838528837
state_rule_vol20_band2,fixed_blend_vol20_band2,delay_one_day,2020_2021,-0.014000346323327806,-0.038768514534903487,-0.0019132804036812168,-0.00022469042532807793
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2022_2024,0.0035324011214554751,0.012594521167295425,0.0032199898895332035,0.0013227210955235602
state_rule_vol20_band2,allocation_vol20_band2,delay_one_day,2022_2024,0.0085736950986985416,0.13176445536640669,0.11934050403874785,-0.03434742172390659
state_rule_vol20_band2,fixed_blend_vol20_band2,delay_one_day,2022_2024,0.0033288370398134592,0.050896136122266844,0.046067931501060144,-0.011079287149860562
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2020_2024_carry,0.0048947264153189618,0.012681443165785788,0.00035881065313214666,0.0011740394867261472
state_rule_vol20_band2,allocation_vol20_band2,delay_one_day,2020_2024_carry,-0.0039786498116873847,0.08718213986075507,0.1249493194867255,-0.020074974338378154
state_rule_vol20_band2,fixed_blend_vol20_band2,delay_one_day,2020_2024_carry,-0.0024473651617324954,0.024480990710072703,0.057473256260637262,-0.0062164666079726205
fixed_blend_vol40_exact,trend_vol40_exact,delay_one_day,full,0.028077814728346251,0.022020565954960603,-0.075820575156033354,0.031821251480830592
fixed_blend_vol40_exact,allocation_vol40_exact,delay_one_day,full,-0.013385206242119363,0.027603293053042433,0.11835699966962276,-0.054293151790623662
fixed_blend_vol40_exact,state_rule_vol40_exact,delay_one_day,full,0.0089018532939206807,-0.0083728218754418604,-0.073385894847534439,0.021980588509590393
fixed_blend_vol40_exact,trend_vol40_exact,delay_one_day,2018_2019,-0.027736578764895659,0.0087877968277088603,-0.1311056213686177,0.050340589773476052
fixed_blend_vol40_exact,allocation_vol40_exact,delay_one_day,2018_2019,0.039086865972115525,-0.031549842720846377,0.11835699966962276,-0.079677447177213978
fixed_blend_vol40_exact,state_rule_vol40_exact,delay_one_day,2018_2019,-0.025735509206174845,0.014846298574987149,-0.13515337363789237,0.049535122666562459
fixed_blend_vol40_exact,trend_vol40_exact,delay_one_day,2020_2021,0.1488010923624139,0.14283554939938781,-0.0036425667441278842,0.0052052027434497661
fixed_blend_vol40_exact,allocation_vol40_exact,delay_one_day,2020_2021,-0.15229054492854166,-0.12433311881661879,0.0038768722888561369,-0.0075439702377294582
fixed_blend_vol40_exact,state_rule_vol40_exact,delay_one_day,2020_2021,0.099605362192659808,0.098222753980453881,0.0038768722888560259,0.0019179560638640236
fixed_blend_vol40_exact,trend_vol40_exact,delay_one_day,2022_2024,0.031002649617400291,0.033264499328791608,-0.064652225737225621,0.045315665488476764
fixed_blend_vol40_exact,allocation_vol40_exact,delay_one_day,2022_2024,-0.013340617710936309,0.025570621255723736,0.13342398129117305,-0.074967754766970707
fixed_blend_vol40_exact,state_rule_vol40_exact,delay_one_day,2022_2024,0.0062173558208897806,-0.0083606937938798254,-0.056579178855378776,0.023289255486973415
fixed_blend_vol40_exact,trend_vol40_exact,delay_one_day,2020_2024_carry,0.065632467728809152,0.059777776854973208,-0.11293639697553115,0.025801869518818854
fixed_blend_vol40_exact,allocation_vol40_exact,delay_one_day,2020_2024_carry,-0.052232479304370472,0.0076298236611809234,0.11226713852932446,-0.045101956885548189
fixed_blend_vol40_exact,state_rule_vol40_exact,delay_one_day,2020_2024_carry,0.032975408776798609,0.028156670474965173,-0.098783974816551878,0.01311063588645478
state_rule_vol40_exact,trend_vol40_exact,delay_one_day,full,0.01917596143442557,0.030393387830402463,-0.0024346803084989155,0.0098406629712401994
state_rule_vol40_exact,allocation_vol40_exact,delay_one_day,full,-0.022287059536040044,0.035976114928484293,0.1917428945171572,-0.076273740300214055
state_rule_vol40_exact,fixed_blend_vol40_exact,delay_one_day,full,-0.0089018532939206807,0.0083728218754418604,0.073385894847534439,-0.021980588509590393
state_rule_vol40_exact,trend_vol40_exact,delay_one_day,2018_2019,-0.0020010695587208138,-0.0060585017472782887,0.0040477522692746737,0.00080546710691359324
state_rule_vol40_exact,allocation_vol40_exact,delay_one_day,2018_2019,0.06482237517829037,-0.046396141295833526,0.25351037330751514,-0.12921256984377644
state_rule_vol40_exact,fixed_blend_vol40_exact,delay_one_day,2018_2019,0.025735509206174845,-0.014846298574987149,0.13515337363789237,-0.049535122666562459
state_rule_vol40_exact,trend_vol40_exact,delay_one_day,2020_2021,0.049195730169754093,0.044612795418933926,-0.00751943903298391,0.0032872466795857425
state_rule_vol40_exact,allocation_vol40_exact,delay_one_day,2020_2021,-0.25189590712120147,-0.22255587279707267,1.1102230246251565e-16,-0.0094619263015934818
state_rule_vol40_exact,fixed_blend_vol40_exact,delay_one_day,2020_2021,-0.099605362192659808,-0.098222753980453881,-0.0038768722888560259,-0.0019179560638640236
state_rule_vol40_exact,trend_vol40_exact,delay_one_day,2022_2024,0.02478529379651051,0.041625193122671433,-0.0080730468818468459,0.022026410001503349
state_rule_vol40_exact,allocation_vol40_exact,delay_one_day,2022_2024,-0.019557973531826089,0.033931315049603561,0.19000316014655183,-0.098257010253944121
state_rule_vol40_exact,fixed_blend_vol40_exact,delay_one_day,2022_2024,-0.0062173558208897806,0.0083606937938798254,0.056579178855378776,-0.023289255486973415
state_rule_vol40_exact,trend_vol40_exact,delay_one_day,2020_2024_carry,0.032657058952010543,0.031621106380008035,-0.014152422158979272,0.012691233632364074
state_rule_vol40_exact,allocation_vol40_exact,delay_one_day,2020_2024_carry,-0.085207888081169081,-0.02052684681378425,0.21105111334587634,-0.058212592772002969
state_rule_vol40_exact,fixed_blend_vol40_exact,delay_one_day,2020_2024_carry,-0.032975408776798609,-0.028156670474965173,0.098783974816551878,-0.01311063588645478
fixed_blend_vol40_band2,trend_vol40_band2,delay_one_day,full,0.028346701504059268,0.021609587022366705,-0.078447632141859569,0.0318856817000438
fixed_blend_vol40_band2,allocation_vol40_band2,delay_one_day,full,-0.014249017934019781,0.026439251035325517,0.11663690261187276,-0.053155702843639685
fixed_blend_vol40_band2,state_rule_vol40_band2,delay_one_day,full,0.0088363605709138593,-0.0093931721644769928,-0.074821420499159186,0.022115253813858315
fixed_blend_vol40_band2,trend_vol40_band2,delay_one_day,2018_2019,-0.027622593750879498,0.0075818842242935114,-0.13043721831049537,0.05020069859500853
fixed_blend_vol40_band2,allocation_vol40_band2,delay_one_day,2018_2019,0.037236998044657743,-0.032770743746059761,0.11663690261187276,-0.078011638644860382
fixed_blend_vol40_band2,state_rule_vol40_band2,delay_one_day,2018_2019,-0.02551448966695824,0.013933323158846378,-0.13473989009304621,0.049324921581776315
fixed_blend_vol40_band2,trend_vol40_band2,delay_one_day,2020_2021,0.14782628229390449,0.1414646891806044,-0.0046051758504782603,0.0053572265757158011
fixed_blend_vol40_band2,allocation_vol40_band2,delay_one_day,2020_2021,-0.14944696625313147,-0.12310219452101911,0.0035740038508227379,-0.0071354352066552162
fixed_blend_vol40_band2,state_rule_vol40_band2,delay_one_day,2020_2021,0.097783310038883631,0.09583388698991091,0.0035740038508230709,0.00211946521074452
fixed_blend_vol40_band2,trend_vol40_band2,delay_one_day,2022_2024,0.031792086193732416,0.034973148310536661,-0.064002141467762508,0.045367924756975431
fixed_blend_vol40_band2,allocation_vol40_band2,delay_one_day,2022_2024,-0.014260666118879106,0.02360203719234788,0.13129617923285131,-0.073549302959025842
fixed_blend_vol40_band2,state_rule_vol40_band2,delay_one_day,2022_2024,0.006533606653383206,-0.0081166473428612163,-0.055521656486177684,0.023567447868019675
fixed_blend_vol40_band2,trend_vol40_band2,delay_one_day,2020_2024_carry,0.065904167335642416,0.059416785968433361,-0.11075892812644605,0.025945207491558764
fixed_blend_vol40_band2,allocation_vol40_band2,delay_one_day,2020_2024_carry,-0.052132286970633102,0.0071218259611620649,0.11093051758813299,-0.044180076990667727
fixed_blend_vol40_band2,state_rule_vol40_band2,delay_one_day,2020_2024_carry,0.032654023851214076,0.026731709947610982,-0.095954319702732271,0.013371514437520715
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,full,0.019510340933145409,0.031002759186843698,-0.0036262116427003832,0.0097704278861854843
state_rule_vol40_band2,allocation_vol40_band2,delay_one_day,full,-0.02308537850493364,0.03583242319980251,0.19145832311103195,-0.075270956657498
state_rule_vol40_band2,fixed_blend_vol40_band2,delay_one_day,full,-0.0088363605709138593,0.0093931721644769928,0.074821420499159186,-0.022115253813858315
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2018_2019,-0.0021081040839212584,-0.0063514389345528666,0.0043026717825508376,0.00087577701323221513
state_rule_vol40_band2,allocation_vol40_band2,delay_one_day,2018_2019,0.062751487711615983,-0.046704066904906139,0.25137679270491897,-0.1273365602266367
state_rule_vol40_band2,fixed_blend_vol40_band2,delay_one_day,2018_2019,0.02551448966695824,-0.013933323158846378,0.13473989009304621,-0.049324921581776315
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2020_2021,0.050042972255020857,0.045630802190693487,-0.0081791797013013312,0.0032377613649712811
state_rule_vol40_band2,allocation_vol40_band2,delay_one_day,2020_2021,-0.24723027629201511,-0.21893608151093003,-3.3306690738754696e-16,-0.0092549004173997362
state_rule_vol40_band2,fixed_blend_vol40_band2,delay_one_day,2020_2021,-0.097783310038883631,-0.09583388698991091,-0.0035740038508230709,-0.00211946521074452
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2022_2024,0.02525847954034921,0.043089795653397878,-0.0084804849815848238,0.021800476888955755
state_rule_vol40_band2,allocation_vol40_band2,delay_one_day,2022_2024,-0.020794272772262312,0.031718684535209096,0.18681783571902899,-0.097116750827045517
state_rule_vol40_band2,fixed_blend_vol40_band2,delay_one_day,2022_2024,-0.006533606653383206,0.0081166473428612163,0.055521656486177684,-0.023567447868019675
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2020_2024_carry,0.033250143484428341,0.032685076020822379,-0.014804608423713783,0.012573693054038049
state_rule_vol40_band2,allocation_vol40_band2,delay_one_day,2020_2024_carry,-0.084786310821847177,-0.019609883986448917,0.20688483729086526,-0.057551591428188442
state_rule_vol40_band2,fixed_blend_vol40_band2,delay_one_day,2020_2024_carry,-0.032654023851214076,-0.026731709947610982,0.095954319702732271,-0.013371514437520715
