period,asset,model,rows,decision_dates,event_fraction,brier,brier_skill,log_loss
exclude_2020,SPY,past_frequency,308,308,0.17532467532467533,0.15295721487347974,0.0,0.505129029779425
exclude_2020,QQQ,logistic,308,308,0.29545454545454547,0.22852202959203746,-0.01503255745632126,0.6820081446528075
exclude_2020,QQQ,gbm,308,308,0.29545454545454547,0.22275137362658332,0.010599123188526183,0.6577264263047694
exclude_2020,QQQ,past_frequency,308,308,0.29545454545454547,0.22513763515597496,0.0,0.65946516009712
exclude_2020,GLD,logistic,308,308,0.08441558441558442,0.08611686084855628,-0.04945440837721793,0.3200330067515961
exclude_2020,GLD,gbm,308,308,0.08441558441558442,0.08497912090812279,-0.0355894557499441,0.3175003195654405
exclude_2020,GLD,past_frequency,308,308,0.08441558441558442,0.08205869655807123,0.0,0.3103957068658903
exclude_2021,pooled,logistic,927,309,0.1930960086299892,0.1693011381341931,-0.0596373588169985,0.5455746091994653
exclude_2021,pooled,gbm,927,309,0.1930960086299892,0.16005694780157526,-0.001778979739283093,0.5158255895868156
exclude_2021,pooled,past_frequency,927,309,0.1930960086299892,0.1597727153780275,0.0,0.5087491245068708
exclude_2021,SPY,logistic,309,309,0.20064724919093851,0.1816216895832319,-0.05809769605773418,0.6073544753924449
exclude_2021,SPY,gbm,309,309,0.20064724919093851,0.1690797649388827,0.014969466794718556,0.5620432653044142
exclude_2021,SPY,past_frequency,309,309,0.20064724919093851,0.1716492628799013,0.0,0.553117346068036
exclude_2021,QQQ,logistic,309,309,0.28802588996763756,0.23522313459857752,-0.06622555695129706,0.6968311731814766
exclude_2021,QQQ,gbm,309,309,0.28802588996763756,0.2201446854936286,0.002122430258049479,0.6509576713265369
exclude_2021,QQQ,past_frequency,309,309,0.28802588996763756,0.22061292103254473,0.0,0.6489478998025126
exclude_2021,GLD,logistic,309,309,0.09061488673139159,0.09105859022076992,-0.0459776435408652,0.33253817902447436
exclude_2021,GLD,gbm,309,309,0.09061488673139159,0.09094639297221449,-0.04468884900351022,0.33447583212949555
exclude_2021,GLD,past_frequency,309,309,0.09061488673139159,0.08705596222163649,0.0,0.3241821276500638
exclude_2022,pooled,logistic,927,309,0.14778856526429343,0.13822084504994395,-0.06834190517771366,0.46760579598358737
exclude_2022,pooled,gbm,927,309,0.14778856526429343,0.1333759992201973,-0.030894935278393598,0.4528208818984283
exclude_2022,pooled,past_frequency,927,309,0.14778856526429343,0.1293788480823015,0.0,0.4340536363152528
exclude_2022,SPY,logistic,309,309,0.13915857605177995,0.13516846217733708,-0.07598072909399733,0.48477986081246266
