period,asset,model,bin,lower,upper,rows,mean_probability,event_fraction
exclude_2021,QQQ,past_frequency,1,0.2,0.4,100,0.24956006145046358,0.16
exclude_2021,QQQ,past_frequency,2,0.4,0.6,0,,
exclude_2021,QQQ,past_frequency,3,0.6,0.8,0,,
exclude_2021,QQQ,past_frequency,4,0.8,1.0,0,,
exclude_2021,GLD,logistic,0,0.0,0.2,267,0.1217264007938393,0.09363295880149813
exclude_2021,GLD,logistic,1,0.2,0.4,41,0.25976476812898114,0.07317073170731707
exclude_2021,GLD,logistic,2,0.4,0.6,1,0.41455435786342837,0.0
exclude_2021,GLD,logistic,3,0.6,0.8,0,,
exclude_2021,GLD,logistic,4,0.8,1.0,0,,
exclude_2021,GLD,gbm,0,0.0,0.2,260,0.12911584961857717,0.09230769230769231
exclude_2021,GLD,gbm,1,0.2,0.4,49,0.2561304122195789,0.08163265306122448
exclude_2021,GLD,gbm,2,0.4,0.6,0,,
exclude_2021,GLD,gbm,3,0.6,0.8,0,,
exclude_2021,GLD,gbm,4,0.8,1.0,0,,
exclude_2021,GLD,past_frequency,0,0.0,0.2,309,0.13732427645920342,0.09061488673139159
exclude_2021,GLD,past_frequency,1,0.2,0.4,0,,
exclude_2021,GLD,past_frequency,2,0.4,0.6,0,,
exclude_2021,GLD,past_frequency,3,0.6,0.8,0,,
exclude_2021,GLD,past_frequency,4,0.8,1.0,0,,
exclude_2022,pooled,logistic,0,0.0,0.2,700,0.12140279854937418,0.13714285714285715
exclude_2022,pooled,logistic,1,0.2,0.4,208,0.2623162329900832,0.18269230769230768
exclude_2022,pooled,logistic,2,0.4,0.6,9,0.47390472214247253,0.2222222222222222
exclude_2022,pooled,logistic,3,0.6,0.8,5,0.7390822686316864,0.2
exclude_2022,pooled,logistic,4,0.8,1.0,5,0.8558925858602215,0.0
exclude_2022,pooled,gbm,0,0.0,0.2,649,0.13083277749641092,0.13713405238828968
exclude_2022,pooled,gbm,1,0.2,0.4,269,0.25969651913193553,0.17843866171003717
exclude_2022,pooled,gbm,2,0.4,0.6,9,0.44195120099972496,0.0
exclude_2022,pooled,gbm,3,0.6,0.8,0,,
exclude_2022,pooled,gbm,4,0.8,1.0,0,,
exclude_2022,pooled,past_frequency,0,0.0,0.2,827,0.1440187843610084,0.14631197097944376
exclude_2022,pooled,past_frequency,1,0.2,0.4,100,0.24956006145046358,0.16
exclude_2022,pooled,past_frequency,2,0.4,0.6,0,,
exclude_2022,pooled,past_frequency,3,0.6,0.8,0,,
exclude_2022,pooled,past_frequency,4,0.8,1.0,0,,
exclude_2022,SPY,logistic,0,0.0,0.2,281,0.11913383838926361,0.1423487544483986
exclude_2022,SPY,logistic,1,0.2,0.4,22,0.2473791378177955,0.09090909090909091
exclude_2022,SPY,logistic,2,0.4,0.6,1,0.4743574412758553,0.0
exclude_2022,SPY,logistic,3,0.6,0.8,3,0.707816749013356,0.3333333333333333
exclude_2022,SPY,logistic,4,0.8,1.0,2,0.8389831883630463,0.0
exclude_2022,SPY,gbm,0,0.0,0.2,232,0.12358606940152389,0.15517241379310345
exclude_2022,SPY,gbm,1,0.2,0.4,75,0.2569806295797793,0.09333333333333334
exclude_2022,SPY,gbm,2,0.4,0.6,2,0.4429057979347979,0.0
exclude_2022,SPY,gbm,3,0.6,0.8,0,,
exclude_2022,SPY,gbm,4,0.8,1.0,0,,
exclude_2022,SPY,past_frequency,0,0.0,0.2,309,0.12973979169548736,0.13915857605177995
exclude_2022,SPY,past_frequency,1,0.2,0.4,0,,
exclude_2022,SPY,past_frequency,2,0.4,0.6,0,,
exclude_2022,SPY,past_frequency,3,0.6,0.8,0,,
exclude_2022,SPY,past_frequency,4,0.8,1.0,0,,
exclude_2022,QQQ,logistic,0,0.0,0.2,148,0.13384400648550054,0.21621621621621623
exclude_2022,QQQ,logistic,1,0.2,0.4,149,0.26473286717199823,0.2214765100671141
exclude_2022,QQQ,logistic,2,0.4,0.6,7,0.4823186714489957,0.2857142857142857
exclude_2022,QQQ,logistic,3,0.6,0.8,2,0.7859805480591818,0.0
exclude_2022,QQQ,logistic,4,0.8,1.0,3,0.867165517525005,0.0
exclude_2022,QQQ,gbm,0,0.0,0.2,158,0.14140498459349324,0.20253164556962025
exclude_2022,QQQ,gbm,1,0.2,0.4,144,0.2626448506898398,0.24305555555555555
exclude_2022,QQQ,gbm,2,0.4,0.6,7,0.4416784590182755,0.0
exclude_2022,QQQ,gbm,3,0.6,0.8,0,,
exclude_2022,QQQ,gbm,4,0.8,1.0,0,,
exclude_2022,QQQ,past_frequency,0,0.0,0.2,209,0.17889135056050032,0.24401913875598086
exclude_2022,QQQ,past_frequency,1,0.2,0.4,100,0.24956006145046358,0.16
exclude_2022,QQQ,past_frequency,2,0.4,0.6,0,,
exclude_2022,QQQ,past_frequency,3,0.6,0.8,0,,
exclude_2022,QQQ,past_frequency,4,0.8,1.0,0,,
exclude_2022,GLD,logistic,0,0.0,0.2,271,0.11696102375396593,0.08856088560885608
exclude_2022,GLD,logistic,1,0.2,0.4,37,0.2614658978734613,0.08108108108108109
exclude_2022,GLD,logistic,2,0.4,0.6,1,0.41455435786342837,0.0
exclude_2022,GLD,logistic,3,0.6,0.8,0,,
exclude_2022,GLD,logistic,4,0.8,1.0,0,,
exclude_2022,GLD,gbm,0,0.0,0.2,259,0.1308745827345375,0.08108108108108109
exclude_2022,GLD,gbm,1,0.2,0.4,50,0.25527915857340594,0.12
exclude_2022,GLD,gbm,2,0.4,0.6,0,,
exclude_2022,GLD,gbm,3,0.6,0.8,0,,
exclude_2022,GLD,gbm,4,0.8,1.0,0,,
exclude_2022,GLD,past_frequency,0,0.0,0.2,309,0.134710830956323,0.08737864077669903
exclude_2022,GLD,past_frequency,1,0.2,0.4,0,,
exclude_2022,GLD,past_frequency,2,0.4,0.6,0,,
exclude_2022,GLD,past_frequency,3,0.6,0.8,0,,
exclude_2022,GLD,past_frequency,4,0.8,1.0,0,,
exclude_2023,pooled,logistic,0,0.0,0.2,706,0.11890024058504797,0.18271954674220964
exclude_2023,pooled,logistic,1,0.2,0.4,203,0.2610154804557238,0.27586206896551724
exclude_2023,pooled,logistic,2,0.4,0.6,8,0.47634402961023115,0.25
exclude_2023,pooled,logistic,3,0.6,0.8,5,0.7390822686316864,0.2
exclude_2023,pooled,logistic,4,0.8,1.0,5,0.8558925858602215,0.0
exclude_2023,pooled,gbm,0,0.0,0.2,642,0.13170099615390005,0.16666666666666666
exclude_2023,pooled,gbm,1,0.2,0.4,283,0.2620010838405316,0.2862190812720848
exclude_2023,pooled,gbm,2,0.4,0.6,2,0.41317563120003664,0.0
exclude_2023,pooled,gbm,3,0.6,0.8,0,,
exclude_2023,pooled,gbm,4,0.8,1.0,0,,
exclude_2023,pooled,past_frequency,0,0.0,0.2,879,0.14420603885270283,0.20136518771331058
exclude_2023,pooled,past_frequency,1,0.2,0.4,48,0.2445019404915912,0.22916666666666666
exclude_2023,pooled,past_frequency,2,0.4,0.6,0,,
exclude_2023,pooled,past_frequency,3,0.6,0.8,0,,
exclude_2023,pooled,past_frequency,4,0.8,1.0,0,,
exclude_2023,SPY,logistic,0,0.0,0.2,280,0.11363326155545098,0.20357142857142857
exclude_2023,SPY,logistic,1,0.2,0.4,23,0.24701746383223938,0.13043478260869565
exclude_2023,SPY,logistic,2,0.4,0.6,1,0.4743574412758553,0.0
exclude_2023,SPY,logistic,3,0.6,0.8,3,0.707816749013356,0.3333333333333333
exclude_2023,SPY,logistic,4,0.8,1.0,2,0.8389831883630463,0.0
exclude_2023,SPY,gbm,0,0.0,0.2,223,0.12494654638824533,0.19282511210762332
exclude_2023,SPY,gbm,1,0.2,0.4,86,0.25365601384953596,0.20930232558139536
exclude_2023,SPY,gbm,2,0.4,0.6,0,,
exclude_2023,SPY,gbm,3,0.6,0.8,0,,
exclude_2023,SPY,gbm,4,0.8,1.0,0,,
exclude_2023,SPY,past_frequency,0,0.0,0.2,309,0.1223797738582564,0.19741100323624594
exclude_2023,SPY,past_frequency,1,0.2,0.4,0,,
exclude_2023,SPY,past_frequency,2,0.4,0.6,0,,
exclude_2023,SPY,past_frequency,3,0.6,0.8,0,,
exclude_2023,SPY,past_frequency,4,0.8,1.0,0,,
exclude_2023,QQQ,logistic,0,0.0,0.2,156,0.1311098504127631,0.27564102564102566
exclude_2023,QQQ,logistic,1,0.2,0.4,142,0.26281036983835826,0.3591549295774648
exclude_2023,QQQ,logistic,2,0.4,0.6,6,0.48697340629042757,0.3333333333333333
exclude_2023,QQQ,logistic,3,0.6,0.8,2,0.7859805480591818,0.0
exclude_2023,QQQ,logistic,4,0.8,1.0,3,0.867165517525005,0.0
exclude_2023,QQQ,gbm,0,0.0,0.2,161,0.14079779163579145,0.2422360248447205
exclude_2023,QQQ,gbm,1,0.2,0.4,146,0.2684395619791567,0.3904109589041096
exclude_2023,QQQ,gbm,2,0.4,0.6,2,0.41317563120003664,0.0
exclude_2023,QQQ,gbm,3,0.6,0.8,0,,
exclude_2023,QQQ,gbm,4,0.8,1.0,0,,
exclude_2023,QQQ,past_frequency,0,0.0,0.2,261,0.18279022332159256,0.32567049808429116
exclude_2023,QQQ,past_frequency,1,0.2,0.4,48,0.2445019404915912,0.22916666666666666
exclude_2023,QQQ,past_frequency,2,0.4,0.6,0,,
exclude_2023,QQQ,past_frequency,3,0.6,0.8,0,,
exclude_2023,QQQ,past_frequency,4,0.8,1.0,0,,
exclude_2023,GLD,logistic,0,0.0,0.2,270,0.11730785167824644,0.10740740740740741
exclude_2023,GLD,logistic,1,0.2,0.4,38,0.26278074598219886,0.05263157894736842
exclude_2023,GLD,logistic,2,0.4,0.6,1,0.41455435786342837,0.0
exclude_2023,GLD,logistic,3,0.6,0.8,0,,
exclude_2023,GLD,logistic,4,0.8,1.0,0,,
exclude_2023,GLD,gbm,0,0.0,0.2,258,0.13186246214287864,0.09689922480620156
exclude_2023,GLD,gbm,1,0.2,0.4,51,0.25764144091869595,0.11764705882352941
exclude_2023,GLD,gbm,2,0.4,0.6,0,,
exclude_2023,GLD,gbm,3,0.6,0.8,0,,
exclude_2023,GLD,gbm,4,0.8,1.0,0,,
exclude_2023,GLD,past_frequency,0,0.0,0.2,309,0.13344177910158236,0.10032362459546926
exclude_2023,GLD,past_frequency,1,0.2,0.4,0,,
exclude_2023,GLD,past_frequency,2,0.4,0.6,0,,
exclude_2023,GLD,past_frequency,3,0.6,0.8,0,,
exclude_2023,GLD,past_frequency,4,0.8,1.0,0,,
exclude_2024,pooled,logistic,0,0.0,0.2,701,0.12054239820661156,0.1825962910128388
exclude_2024,pooled,logistic,1,0.2,0.4,218,0.26083872575026673,0.23394495412844038
exclude_2024,pooled,logistic,2,0.4,0.6,10,0.46887932332291593,0.2
exclude_2024,pooled,logistic,3,0.6,0.8,5,0.7390822686316864,0.2
exclude_2024,pooled,logistic,4,0.8,1.0,5,0.8558925858602215,0.0
exclude_2024,pooled,gbm,0,0.0,0.2,625,0.12922628024772445,0.168
exclude_2024,pooled,gbm,1,0.2,0.4,305,0.2628115606065059,0.25245901639344265
exclude_2024,pooled,gbm,2,0.4,0.6,9,0.44195120099972496,0.0
exclude_2024,pooled,gbm,3,0.6,0.8,0,,
exclude_2024,pooled,gbm,4,0.8,1.0,0,,
exclude_2024,pooled,past_frequency,0,0.0,0.2,887,0.1449598430166135,0.1995490417136415
exclude_2024,pooled,past_frequency,1,0.2,0.4,52,0.25422909618173023,0.09615384615384616
exclude_2024,pooled,past_frequency,2,0.4,0.6,0,,
exclude_2024,pooled,past_frequency,3,0.6,0.8,0,,
exclude_2024,pooled,past_frequency,4,0.8,1.0,0,,
exclude_2024,SPY,logistic,0,0.0,0.2,282,0.11660068098958315,0.19858156028368795
exclude_2024,SPY,logistic,1,0.2,0.4,25,0.2449496054907318,0.12
exclude_2024,SPY,logistic,2,0.4,0.6,1,0.4743574412758553,0.0
exclude_2024,SPY,logistic,3,0.6,0.8,3,0.707816749013356,0.3333333333333333
exclude_2024,SPY,logistic,4,0.8,1.0,2,0.8389831883630463,0.0
exclude_2024,SPY,gbm,0,0.0,0.2,217,0.12343456211411988,0.1935483870967742
exclude_2024,SPY,gbm,1,0.2,0.4,94,0.25378564259846625,0.19148936170212766
exclude_2024,SPY,gbm,2,0.4,0.6,2,0.4429057979347979,0.0
exclude_2024,SPY,gbm,3,0.6,0.8,0,,
exclude_2024,SPY,gbm,4,0.8,1.0,0,,
exclude_2024,SPY,past_frequency,0,0.0,0.2,313,0.12388966868719498,0.19169329073482427
exclude_2024,SPY,past_frequency,1,0.2,0.4,0,,
exclude_2024,SPY,past_frequency,2,0.4,0.6,0,,
exclude_2024,SPY,past_frequency,3,0.6,0.8,0,,
exclude_2024,SPY,past_frequency,4,0.8,1.0,0,,
exclude_2024,QQQ,logistic,0,0.0,0.2,148,0.12953530807410574,0.2905405405405405
exclude_2024,QQQ,logistic,1,0.2,0.4,152,0.263741753835537,0.29605263157894735
exclude_2024,QQQ,logistic,2,0.4,0.6,8,0.4749851792612345,0.25
exclude_2024,QQQ,logistic,3,0.6,0.8,2,0.7859805480591818,0.0
exclude_2024,QQQ,logistic,4,0.8,1.0,3,0.867165517525005,0.0
exclude_2024,QQQ,gbm,0,0.0,0.2,147,0.13910808026081065,0.24489795918367346
exclude_2024,QQQ,gbm,1,0.2,0.4,159,0.26997090182783295,0.33962264150943394
exclude_2024,QQQ,gbm,2,0.4,0.6,7,0.4416784590182755,0.0
exclude_2024,QQQ,gbm,3,0.6,0.8,0,,
exclude_2024,QQQ,gbm,4,0.8,1.0,0,,
exclude_2024,QQQ,past_frequency,0,0.0,0.2,261,0.18279022332159256,0.32567049808429116
exclude_2024,QQQ,past_frequency,1,0.2,0.4,52,0.25422909618173023,0.09615384615384616
exclude_2024,QQQ,past_frequency,2,0.4,0.6,0,,
exclude_2024,QQQ,past_frequency,3,0.6,0.8,0,,
exclude_2024,QQQ,past_frequency,4,0.8,1.0,0,,
exclude_2024,GLD,logistic,0,0.0,0.2,271,0.1197328542760317,0.1070110701107011
exclude_2024,GLD,logistic,1,0.2,0.4,41,0.25976476812898114,0.07317073170731707
exclude_2024,GLD,logistic,2,0.4,0.6,1,0.41455435786342837,0.0
exclude_2024,GLD,logistic,3,0.6,0.8,0,,
exclude_2024,GLD,logistic,4,0.8,1.0,0,,
exclude_2024,GLD,gbm,0,0.0,0.2,261,0.12847600527863837,0.10344827586206896
exclude_2024,GLD,gbm,1,0.2,0.4,52,0.25723658057890464,0.09615384615384616
exclude_2024,GLD,gbm,2,0.4,0.6,0,,
exclude_2024,GLD,gbm,3,0.6,0.8,0,,
exclude_2024,GLD,gbm,4,0.8,1.0,0,,
exclude_2024,GLD,past_frequency,0,0.0,0.2,313,0.13448455645274285,0.10223642172523961
exclude_2024,GLD,past_frequency,1,0.2,0.4,0,,
exclude_2024,GLD,past_frequency,2,0.4,0.6,0,,
exclude_2024,GLD,past_frequency,3,0.6,0.8,0,,
exclude_2024,GLD,past_frequency,4,0.8,1.0,0,,
