state_run_id,state_run_ordinal,regime_label,start_bar_index,end_bar_index,start_timestamp,end_timestamp,duration_bars,entered_from_regime_label,exited_to_regime_label
8486179fc146686f06ae724125b06380f69f074eb988a3f2775023e92cab8fbd,116,TREND_UP,1079,1123,2018-02-15T02:00:00,2018-02-16T22:00:00,45,VOL_COMPRESSION,VOL_COMPRESSION
624ba73e38ca931784d9133ec182bc4e3e8a86fa98f269de33ec1fcc35c33c91,117,VOL_COMPRESSION,1124,1130,2018-02-16T23:00:00,2018-02-17T05:00:00,7,TREND_UP,TREND_UP
f84536d5fd1e04a684ac75a71f22711a0611f1fd4ac610cbc3fd46616b6c170c,118,TREND_UP,1131,1142,2018-02-17T06:00:00,2018-02-17T17:00:00,12,VOL_COMPRESSION,VOL_COMPRESSION
5d0f77ccb3c424479cd243a61c2acf8fa14a3a81aecc847b300bd0fc2aa90b35,119,VOL_COMPRESSION,1143,1149,2018-02-17T18:00:00,2018-02-18T00:00:00,7,TREND_UP,TREND_UP
559d85e5cb50aee7a8fc829a1dbeeeea44525eb5d7b6b18d660b0bc4ef7fca5a,120,TREND_UP,1150,1157,2018-02-18T01:00:00,2018-02-18T08:00:00,8,VOL_COMPRESSION,RANGE
2aa93e26bb51b07ef4c850d40fb98ac6f4cfb2aad1a2bffcd2889d93472ea246,121,RANGE,1158,1159,2018-02-18T09:00:00,2018-02-18T10:00:00,2,TREND_UP,TREND_UP
ab60683b364e7e9b7f253d75af9dbaf999bd4214aaa5ab7e572402652463f2c7,122,TREND_UP,1160,1174,2018-02-18T11:00:00,2018-02-19T01:00:00,15,RANGE,RANGE
07c4c2103a405fec61759f0163eb913ba0b4a28c6666187b0b6b53a269790712,123,RANGE,1175,1177,2018-02-19T02:00:00,2018-02-19T04:00:00,3,TREND_UP,TREND_UP
32e45936093a20a93d11797f4356300f89dc3adf8324c13b5efc0fbc978dbaed,124,TREND_UP,1178,1178,2018-02-19T05:00:00,2018-02-19T05:00:00,1,RANGE,RANGE
3598b8c368ee7e5a2bebfe7c14f519fb93aeb1619dd2844c425f659e5a8306e3,125,RANGE,1179,1179,2018-02-19T06:00:00,2018-02-19T06:00:00,1,TREND_UP,TREND_UP
4740c6c7277ea2b82fd592bafc3502c243d3b260f1909e4a4e6b9cc1298bec38,126,TREND_UP,1180,1201,2018-02-19T07:00:00,2018-02-20T04:00:00,22,RANGE,VOL_COMPRESSION
e9df4e8279dda113e73c2cd0b2a6fbf6e59d8209e7c0f6bfa43db22ac5ecbddd,127,VOL_COMPRESSION,1202,1204,2018-02-20T05:00:00,2018-02-20T07:00:00,3,TREND_UP,TREND_UP
b8abca025e224c94d78a1bdb3b84d2b3c466c8a3dac4c8eba30695381e62a2f0,128,TREND_UP,1205,1212,2018-02-20T08:00:00,2018-02-20T15:00:00,8,VOL_COMPRESSION,VOL_COMPRESSION
91756e7d178c3d66215ba29fa4740f5961665bac239c74045f7252f6e44667d2,129,VOL_COMPRESSION,1213,1218,2018-02-20T16:00:00,2018-02-20T21:00:00,6,TREND_UP,TREND_UP
d9ef90897b84dedb32b025286a76ef457558f790c385466f47b1a4fe7ff94585,130,TREND_UP,1219,1222,2018-02-20T22:00:00,2018-02-21T01:00:00,4,VOL_COMPRESSION,RANGE
cf2e6feeb18d4631967129146e2b25d6ef3d7f1f54361407377ae24a8635ee22,131,RANGE,1223,1233,2018-02-21T02:00:00,2018-02-21T12:00:00,11,TREND_UP,TREND_DOWN
